74.38,134.44,0.01
TRANSPORTATION SECURITY INCIDENT,0.00033346264,1,0.0005138099229583976
CYBER SECURITY LANGUAGE RESOURCES,0.00032599238,1,0.0005022995069337442
CYBERSECURITY STANDARDS STRATEGY,0.0003259788,1,0.0005022785824345147
CONSUMER,0.00032581922,1,0.0005020326964560863
HOUSING,0.00032098196,1,0.0004945792912172573
PIV-I,0.00032026862,2,0.0009869603081664098
INTERESTS,0.00031549597,1,0.00048612630200308164
ACRONYM,0.0003121672,1,0.0004809972265023112
TAMPERING,0.0003121672,1,0.0004809972265023112
SPOOFING,0.0003121672,1,0.0004809972265023112
ELEVATION,0.000312152,1,0.0004809738058551618
BREACH,0.000312152,1,0.0004809738058551618
DENIAL,0.000312152,1,0.0004809738058551618
ABSENCE,0.0003120472,1,0.0004808123266563945
PARAGRAPH,0.00031200313,1,0.0004807444221879815
STOPPAGE,0.00031198855,1,0.00048072195685670263
VECTOR,0.0003118597,1,0.0004805234206471495
PATH,0.00031184565,1,0.00048050177195685666
ATTRIBUTE,0.00031172138,1,0.0004803102927580893
HAZARD,0.00031172138,2,0.0009606205855161786
MOBILITY,0.0003116808,1,0.0004802477657935285
CONTENT,0.0003069009,5,0.002364413713405239
CYBER SECURITY COMMUNITY,0.0002974675,1,0.00045834745762711866
PORTAL,0.00029113956,1,0.00044859716486902925
MASTERCARD,0.0002840852,1,0.0004377275808936826
DISCOVER,0.000284065,1,0.00043769645608628664
ACTIONS,0.00028285675,3,0.0013075042372881357
ESP,0.0002742846,1,0.00042262650231124805
NERC,0.00027411888,1,0.00042237115562403704
CRITICAL INFRASTRUCTURE SECURITY,0.00027411888,2,0.0008447423112480741
FLSZ,0.00027317088,1,0.0004209104468412943
IPSEC,0.00027260665,1,0.000420041063174114
MITM,0.0002722373,1,0.00041947195685670263
NATIONAL CYBER INVESTIGATIVE JOINT TASK FORCE,0.00027212253,1,0.00041929511556240375
SECRETARY OF HOMELAND SECURITY,0.00027201153,1,0.0004191240832049307
SLTT,0.00027201153,1,0.0004191240832049307
APTA,0.00027126874,1,0.00041797956856702616
DOCUMENTS,0.0002710967,2,0.0008354289676425269
DOCUMENT,0.00027105102,1,0.00041764409861325114
PDF,0.0002708849,13,0.005426045762711865
REGISTRATION,0.00027043984,1,0.00041670237288135586
REPORTING,0.00026328393,3,0.0012170289522342064
HTTP://TRBCYBERSECURITY.ERAU.EDU/FILES/TRANSPORTATION-STANDARDS-PLAN.PDF,0.00025336942,1,0.0003903997226502311
HTTP://HOME.MCAFEE.COM/VIRUSINFO/GLOSSARY?CTST=1#A,0.00025334847,1,0.00039036744221879817
HTTPS://ICS-CERT.US-CERT.GOV/SITES/DEFAULT/FILES/ICSJWG-ARCHIVE/TRANSPORTATIONROADMAP20120831.PDF,0.0002533277,1,0.00039033543913713405
HTTPS://WWW.HONEYWELLPROCESS.COM/EN-US/ONLINE_CAMPAIGNS/INDUSTRIALCYBERSECURITY/PAGES/GLOSSARY.HTML,0.00025316596,1,0.0003900862249614791
HTTP://WWW.DTIC.MIL/DOCTRINE/NEW_PUBS/JP3_12R.PDF,0.0002531074,1,0.00038999599383667184
CYBER DEFINITIONS HTTPS://CCDCOE.ORG/CYBER-DEFINITIONS.HTML,0.00025309774,1,0.0003899811093990755
HTTP://WWW.RTCA.ORG/CONTENT.ASP?PL=108&SL=33&CONTENTID=82,0.0002529934,1,0.00038982033898305086
HTTPS://WWW.SANS.ORG/SECURITY-RESOURCES/GLOSSARY-OF-TERMS/,0.0002529379,1,0.00038973482280431435
HTTP://WWW.UTEXAS.EDU/ITS/GLOSSARY/SECURE,0.0002529196,1,0.000389706625577812
HTTPS://IDENTITY.UTEXAS.EDU/EVERYONE/GLOSSARY-OF-IDENTITY-AND-CYBERSECURITY-TERMS,0.00025290143,1,0.0003896786286594761
HTTPS://WWW.NIEM.GOV/COMMUNITIES/EMC/PAGES/EMERGING-COMMUNITIES.ASPX,0.00025282087,1,0.000389554499229584
HTTPS://WWW.NIEM.GOV/COMMUNITIES/EMC/CYBER/PAGES/ABOUT-CYBER.ASPX,0.00025280326,1,0.0003895273651771957
OCSZ,0.00024881537,1,0.00038338269645608625
FEDERAL DEPARTMENT OR AGENCY,0.0002483292,1,0.0003826335901386749
KEY INFORMATION SECURITY TERMS,0.00024788151,1,0.0003819437750385208
WEBSITE,0.00024651035,3,0.0011394931432973804
JOINT PUBLICATION,0.00024623406,1,0.00037940533127889064
FUNCTIONALITY,0.00023322161,1,0.00035935533127889066
CRYPTOGRAPHIC HASH FUNCTIONS,0.00023282849,1,0.00035874959938366716
HONEYWELL INDUSTRIAL CYBER SECURITY GLOSSARY,0.00022373816,1,0.0003447429275808937
ISACA- CYBERSECURITY FUNDAMENTALS GLOSSARY,0.00022370344,1,0.00034468942989214176
NICCS- A GLOSSARY OF COMMON CYBERSECURITY TERMINOLOGY,0.00022366062,1,0.00034462345146379046
ASSET,0.0002166575,7,0.0023368297380585517
MEASURES,0.00021652282,2,0.0006672506009244992
PAGE,0.0002156929,2,0.0006646930662557782
NOTE,0.0002156929,1,0.0003323465331278891
TOOLS,0.00021568373,1,0.0003323324036979969
WHOLE,0.00021568373,1,0.0003323324036979969
REFERENCES,0.00021567459,1,0.0003323183204930663
QUESTIONS,0.00021566548,1,0.00033230428351309707
NAME,0.00021564736,1,0.00033227636363636364
ICS,0.00021562936,2,0.0006644972573189522
CTURE,0.00021534848,17,0.005640869275808937
ROADMAP,0.00021527668,2,0.0006634104160246532
THREATS,0.00020724957,3,0.000958010338983051
THREAT,0.00020701505,1,0.0003189754237288135
STATEMENT,0.00020696221,1,0.00031889400616332816
NIST- FRAMEWORK FOR IMPROVING CRITICAL INFRASTRUCTURE CYBERSECURITY,0.00020133308,1,0.00031022046224961483
DISRUPTIONS,0.00019698485,1,0.0003035205701078582
RESPONSE,0.00019689716,5,0.0015169272727272728
TRANSPORTATION SYSTEMS SECTOR CYBER WORKING GROUP,0.0001947757,1,0.0003001166409861325
NATIONAL INFORMATION EXCHANGE MODEL,0.00019429548,2,0.000598753405238829
TRANSPORTATION SYSTEMS SECTOR,0.00019294929,2,0.0005946048998459167
TRANSPORTATION SECTOR,0.00019258514,1,0.0002967413559322034
UNITED STATES COAST GUARD CYBER STRATEGY,0.00019251573,1,0.00029663440677966105
AREAS,0.0001855285,5,0.0014293412942989214
OUTCOME,0.00018546516,3,0.0008573119876733436
MASTER TERMINAL UNIT,0.00018525618,1,0.0002854486594761171
TERMINAL UNITS,0.00018525618,1,0.0002854486594761171
TRANSPORTATION SECURITY ADMINISTRATION,0.00018475442,1,0.000284675531587057
MICROSOFT,0.00018473624,1,0.00028464751926040064
WI-FI,0.00018444736,1,0.0002842024036979969
COMMON CYBER LANGUAGE,0.00018339024,1,0.0002825735593220339
COMMON LANGUAGE,0.00018336692,2,0.0005650752542372882
NATO COOPERATIVE CYBER DEFENCE CENTRE OF EXCELLENCE,0.00018313201,1,0.00028217567026194145
DHS,0.00018255055,2,0.0005625594761171032
FRACTION,0.00017830388,1,0.00027473633281972266
EXCHANGE,0.00017225486,3,0.0007962474268104777
LAW,0.00017204754,3,0.0007952890909090907
SAFETY CRITICAL SECURITY ZONE,0.00016956707,3,0.0007838231278890601
AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS,0.00016450674,1,0.0002534772573189522
GENERAL SERVICES ADMINISTRATION,0.00016444645,1,0.00025338436055469954
FEDERAL CIO COUNCIL,0.0001603166,1,0.00024702095531587055
SYMANTEC ENTERPRISE,0.00016026558,1,0.0002469423420647149
PCI SECURITY STANDARDS COUNCIL,0.0001601673,1,0.0002467909090909091
CG_CYBER_STRATEGY_FINAL.PDF,0.00016005652,1,0.0002466202157164869
SUB-SYSTEMS,0.00015677387,1,0.0002415622033898305
CASE,0.00015677387,2,0.000483124406779661
SUB-SYSTEM,0.00015676476,2,0.0004830963328197226
INITIATIVES,0.0001567557,1,0.00024153420647149461
VALUES,0.00015668468,1,0.00024142477657935286
FILE,0.0001565096,8,0.001929240061633282
MODIFICATIONS,0.00015650164,1,0.00024114274268104773
REQUIREMENT,0.00015648582,2,0.00048223673343605547
COURSES,0.0001479017,1,0.00022789167950693374
VISA,0.00014585438,1,0.00022473710323574732
NATIONAL INFORMATION ASSURANCE,0.00014583686,1,0.00022471010785824345
PPD-21,0.00014566006,1,0.000224437688751926
PPD-8,0.00014565463,1,0.00022442932203389833
UNIVERSITY OF TEXAS AT AUSTIN- CYBER SECURITY GLOSSARY TERMS,0.00014560123,1,0.00022434704160246535
UNIVERSITY OF TEXAS AT AUSTIN- IDENTITY,0.00014559073,1,0.00022433086286594763
USCG_DOCS,0.00014556474,1,0.00022429081664098613
FEDERAL BUREAU OF INVESTIGATION,0.00014387481,1,0.00022168691833590135
COLLABORATION,0.00013712951,1,0.0002112935439137134
STRUCTURE,0.00013712951,17,0.0035919902465331274
STAKEHOLDERS,0.00013712162,1,0.00021128138674884436
USER NEEDS,0.00013711376,1,0.00021126927580893685
COVERAGE,0.00013711376,1,0.00021126927580893685
LIKELIHOOD,0.00013708271,1,0.00021122143297380583
PRIORITIES,0.00013706739,1,0.0002111978274268105
DECISION MAKING,0.00013705976,2,0.0004223721417565485
EXPOSURE,0.0001370522,1,0.0002111744221879815
RISK UNDERSTANDING,0.00013704464,1,0.00021116277349768876
RISK PERCEPTION,0.00013704464,1,0.00021116277349768876
LEVEL,0.0001370148,1,0.00021111679506933745
COSTS,0.0001370148,1,0.00021111679506933745
STRIDE,0.00013694947,1,0.00021101613251155624
ACQUISITION,0.00013692123,1,0.00021097261941448384
FAMILY,0.00013691423,1,0.00021096183359013866
STANDARDS FOR ATTESTATION ENGAGEMENTS,0.00013305651,1,0.0002050177349768875
IA,0.00012757769,1,0.0001965757935285054
CRIF,0.00012756724,1,0.00019655969183359013
CYBER RISK AND INSURANCE FORUM,0.00012756724,1,0.00019655969183359013
MCAFEE,0.00012753632,1,0.00019651204930662557
20SECURITY,0.00012743256,1,0.00019635217257318952
POLICY DIRECTIVE- NATIONAL PREPAREDNESS,0.00012741827,1,0.00019633015408320495
RISK STEERING COMMITTEE- DHS RISK LEXICON,0.00012739941,1,0.000196301093990755
SANS,0.00012738079,1,0.00019627240369799693
HTTPS://HOMEPORT.USCG.MIL/CGI- BIN/ST,0.00012733963,0,0.0
087C7ADA72EE5D101EC55060BF4AF6CE,0.00012733963,1,0.00019620898305084747
MYCG,0.00012733963,1,0.00019620898305084747
SSAE,0.00010449973,3,0.0004830495993836672
SECURE HASH ALGORITHM,8.1051876e-05,1,0.00012488732819722652
SARBANES OXLEY,8.1005994e-05,1,0.0001248166317411402
SBU,8.100192e-05,1,0.00012481035439137133
SUM,4.5396715e-05,2,0.00013989742681047766
