MEASUREMENT VOLUMES,0.000116560266,5,0.0005845549949849548
IR,0.00011652265,54,0.006311156569709128
POWER LED,0.000116334355,3,0.00035005322467402213
POSITION SENSOR LED INDICATION STATUS LED,0.00011624353,0,0.0
INDICATION ERROR LED,0.00011617895,0,0.0
AMBER STATUS LED,0.00011617754,2,0.00023305424272818457
LED INDICATION STATUS LED,0.00011613063,0,0.0
MEASURE- MENT VOLUMES,0.000115880495,0,0.0
USER PARAMETER CATEGORIES,0.000115827424,6,0.0006970557111334002
INTERFACE ELECTRONICS,0.00011571987,2,0.000232136148445336
PHSR 01,0.000115622555,2,0.0002319409327983952
USER PARAMETER NAMES,0.00011531838,7,0.000809657632898696
PROGRAMMING DEVICE NAMES,0.00011514697,1,0.00011549345035105315
COMMAND NAME,0.0001151282,1,0.00011547462387161484
USER-DEFINED USER PARAMETERS,0.00011499266,4,0.000461354704112337
MULTI FIRMWARE,0.000114665265,27,0.0031052779889669006
FEEDBACK,0.0001136995,4,0.0004561664994984955
RELEASE,0.000113564136,3,0.0003417175606820461
TOOL INTERFACE UNIT,0.000113278824,4,0.0004544787321965898
COMPONENT TX,0.00011250733,0,0.0
CONSENT,0.00011204041,1,0.00011237754262788365
DAMAGES,0.000111620066,3,0.00033586780140421263
FEATURES.TOOLS.,0.000111293346,5,0.0005581411534603812
ABBREVIATIONS,0.00011029455,4,0.00044250571715145437
ACRONYMS,0.00011029455,4,0.00044250571715145437
FUNCTIONALITY,0.000110199915,3,0.00033159452858575725
OPERATING STATUS FLAGS,0.00011010074,4,0.0004417281444332999
CONCLUSIONS,0.00011007507,3,0.0003312188665997994
DAMAGE,0.00011002813,6,0.0006621552457372117
RELEASES,0.00010965632,2,0.00021997255767301907
SAFELOADER VERSION,0.00010857497,2,0.00021780335005015043
CONCEPTS,0.000108531975,3,0.0003265756519558676
DEVICE.INSTANCE.X,0.00010800878,3,0.00032500134403209627
FAILURE,0.00010782243,1,0.0001081468706118355
PPWR PSEL,0.00010680597,0,0.0
WEBSITE,0.00010559641,6,0.0006354849147442327
RIGHTS,0.0001055477,1,0.000105865295887663
RIGHT,0.00010513955,15,0.0015818387662988966
AMOUNT,0.00010513955,5,0.0005272795887662988
COLLATERAL,0.000105104904,1,0.00010542116750250752
SYNCHRONIZATION ERROR,0.00010488034,1,0.00010519592778335005
CONVENTIONS,0.00010477411,3,0.00031526813440320965
WAY,0.00010440211,17,0.0017801763991975928
GUIDELINES,0.000104116545,1,0.00010442983450351052
COMMUNICATION PORT,0.00010342903,1,0.00010374025075225677
PORTS,0.000103375874,7,0.0007258085436308927
EMAIL,0.00010336831,5,0.000518396740220662
PHRQ PHSR,0.00010211041,0,0.0
FRONT,0.000101925674,6,0.0006133942266800402
TEMPERATURE STATUS,0.0001019116,3,0.0003066547642928786
BUMP STATUS,0.0001019116,3,0.0003066547642928786
<SYSTEM STATUS,0.000101836304,2,0.00020428546439317952
INFO.STATUS,0.00010155105,44,0.004481691273821464
PHANTOM MARKERS,0.00010107252,6,0.0006082598996990973
IMAGE CAPTURE SAMPLE OPTION,0.00010078775,1,0.00010109102306920761
PARAMETER FILE,9.914386e-05,5,0.0004972109327983952
SYSTEM PARAMETER FILE,9.877222e-05,3,0.0002972082848545637
FILE,9.877222e-05,86,0.008519970832497493
DFLT,9.8456796e-05,18,0.0017775549929789367
TEMPERATURE,9.81281e-05,5,0.0004921168505516551
RETRIEVAL,9.801391e-05,1,9.830883650952858e-05
RECORDING,9.801391e-05,4,0.0003932353460381143
MEDIA,9.789157e-05,7,0.0006873028986960882
WARRANTIES,9.789157e-05,1,9.818612838515546e-05
ACCURACY,9.78163e-05,3,0.00029433189568706114
WARRANTY,9.771142e-05,3,0.00029401630892678034
PROVI- SION,9.767836e-05,0,0.0
LOSSES,9.764618e-05,1,9.794e-05
ERROR VALUE,9.682633e-05,17,0.0016510006118355062
LINE SEPARATION VALUE,9.682633e-05,13,0.0012625298796389165
OPTION VALUE,9.667231e-05,4,0.0003878527983951855
PHF PHINF,9.6464624e-05,0,0.0
UNDERSTANDING,9.64038e-05,3,0.0002900816449348044
PHONE,9.605828e-05,5,0.00048173660982948847
FAX,9.605828e-05,3,0.00028904196589769307
REPLY OPTION N DATA,9.5999836e-05,4,0.0003851548084252758
TRANSFORMATION DATA,9.5852134e-05,2,0.000192281111334002
INFO.TIMEOUT.,9.581047e-05,2,0.00019219753259779339
COMMAND BX,9.566104e-05,1,9.594888665997994e-05
TRACKING DATA,9.534933e-05,5,0.0004781811935807422
0C,9.454598e-05,8,0.0007586437713139419
TRANSFORMATION,9.3896364e-05,58,0.005462376240722168
USER PARAMETER FILE,9.379182e-05,3,0.00028222212637913746
REPLY OPTION INFORMATION,9.329523e-05,3,0.00028072787362086254
VIDEO SENSOR,9.2570095e-05,4,0.00037139456369107325
HARDWARE DEVICE POSITION SENSOR,9.2552895e-05,2,0.00018566277833500502
SENSITIVITY,9.252756e-05,9,0.0008352538014042126
POSITION SENSOR POSITION SENSOR,9.245822e-05,1,9.273642928786359e-05
HARDWARE HANDSHAKING,9.208994e-05,7,0.0006465692878635908
APPLICATION SOFTWARE,9.2010945e-05,5,0.00046143904212637917
DELAY,9.194098e-05,1,9.22176328986961e-05
USER PARAMETER DATA,9.1574206e-05,1,9.18497552657974e-05
CRC CHECK,9.1574184e-05,9,0.0008266475987963892
BACKGROUND NUMBER,9.140041e-05,0,0.0
VIDEO SENSOR NUMBER,9.140041e-05,0,0.0
0XFF. PORT,9.139013e-05,0,0.0
VER,9.126989e-05,13,0.0011900788064192578
MARKER POSITION,9.126781e-05,15,0.0013731365596790371
BUILD NUMBER,9.1266884e-05,1,9.154150852557672e-05
DEVICE NUMBER,9.126182e-05,0,0.0
HARDWARE DEVICE SERIAL NUMBER,9.1260976e-05,1,9.153558274824473e-05
HARDWARE DEVICE CUSTOMER NUMBER,9.126014e-05,1,9.15347442326981e-05
USAGE,9.1233785e-05,69,0.0063140733851554665
MARKER POSITIONS,9.1203874e-05,10,0.0009147830892678035
DESCRIPTION NUMBER,9.11481e-05,1,9.142236710130391e-05
ERROR NUMBER,9.113672e-05,7,0.0006398766700100301
G,9.0783724e-05,826,0.07521299500902709
CARE,9.069107e-05,2,0.00018192792377131391
PARAMETER INFO.STATUS,9.0036825e-05,0,0.0
BYTE,8.920315e-05,63,0.005636708575727182
HEREIN,8.9101886e-05,2,0.00017873999197592778
KNOWLEDGE,8.899421e-05,4,0.0003570479839518556
KIND,8.889602e-05,3,0.00026749053159478436
TIME,8.865768e-05,40,0.003556978134403209
PSEL,8.860079e-05,15,0.0013330108826479438
N STATUS,8.856778e-05,2,0.00017766856569709127
APPENDIX B SAMPLE,8.83265e-05,0,0.0
TSTART,8.815436e-05,15,0.0013262942828485454
MAXIMUM,8.812957e-05,20,0.0017678950852557673
SPACES,8.782479e-05,5,0.0004404452858575727
LISTING,8.7784145e-05,5,0.00044024144934804414
PRODUCT,8.737735e-05,1,8.764027081243732e-05
QUALITY,8.7338456e-05,2,0.00017520251955867604
ASCII CHARACTERS,8.693636e-05,8,0.0006975836308926779
SCU-0,8.683688e-05,2,0.00017419634904714145
FLOW CHART,8.681984e-05,3,0.00026124324974924774
UPGRADE,8.6274486e-05,4,0.0003461363530591775
DOWNGRADE,8.6274486e-05,3,0.00025960226479438314
LOGS,8.599951e-05,3,0.00025877485456369105
WILDCARDS,8.595587e-05,2,0.00017242902708124375
175,8.573591e-05,5,0.0004299694583751254
POLARIS SPECTRA SYSTEMS,8.515986e-05,11,0.0009395771915747241
BUMP,8.44277e-05,40,0.003387269809428285
CAUTION!,8.403766e-05,3,0.00025287159478435306
PARAM.USER.STRING4,8.387796e-05,3,0.0002523910531594784
OPERATING MODE DIAGNOSTIC,8.365089e-05,0,0.0
SET SETIO,8.337953e-05,0,0.0
NOTE,8.255903e-05,128,0.010599353901705114
POSITION SENSOR TEMPERATURE,8.215837e-05,3,0.00024721676028084254
DISTANCE,8.1214464e-05,4,0.0003258353620862588
TSTOP TTCFG,8.1202146e-05,0,0.0
TASKS,8.0970145e-05,1,8.121378635907723e-05
ME FIRST,8.090659e-05,3,0.00024345012036108325
PASSWORD PROTECT,8.0646074e-05,10,0.0008088874022066199
TTCFG,8.056933e-05,11,0.0008889294182547644
DSTART,8.046194e-05,13,0.0010491526780341024
MODEL,7.9200116e-05,1,7.943843129388164e-05
EDITS,7.863533e-05,1,7.887194583751254e-05
STROBER LED INDICATION STATUS LED,7.830684e-05,0,0.0
USER PARAMETER NAME DESCRIPTION,7.8259145e-05,1,7.849462888665999e-05
COMPONENT DESCRIPTION,7.8164565e-05,12,0.0009407971715145436
PARAMETER DESCRIPTION,7.810428e-05,2,0.0001566785957873621
FACSIMILE,7.805107e-05,1,7.828592778335005e-05
TELEPHONE,7.805107e-05,1,7.828592778335005e-05
LANGUAGE,7.798034e-05,1,7.82149849548646e-05
PHOTOCOPYING,7.798034e-05,1,7.82149849548646e-05
TAPING,7.798034e-05,1,7.82149849548646e-05
LASER BATTERY FAULT,7.793149e-05,1,7.816598796389168e-05
SOFTWARE LICENSE AGREEMENT,7.791438e-05,1,7.814882647943831e-05
LIABILITIES,7.7883e-05,1,7.81173520561685e-05
DEVELOPMENT,7.7883e-05,1,7.81173520561685e-05
PUBLICATION,7.78526e-05,1,7.808686058174523e-05
SUBJECT MATTER,7.78526e-05,1,7.808686058174523e-05
REGARD,7.77667e-05,7,0.0005460049147442326
ADEQUACY,7.773967e-05,1,7.797359077231695e-05
ADE- QUACY,7.773967e-05,0,0.0
NEGLIGENCE,7.771337e-05,1,7.794721163490471e-05
CLAIMS,7.7687764e-05,1,7.792152858575727e-05
COSTS,7.7687764e-05,1,7.792152858575727e-05
NATURE,7.7687764e-05,8,0.0006233722286860581
EXPENSES,7.7687764e-05,1,7.792152858575727e-05
FEES,7.7687764e-05,1,7.792152858575727e-05
DEMANDS,7.7687764e-05,1,7.792152858575727e-05
PROFITS,7.7687764e-05,1,7.792152858575727e-05
SYSTEM LOG,7.732466e-05,9,0.0006980159879638916
PARAMETER NAMES,7.716662e-05,14,0.0010835834302908728
USER PARAMETER NAME,7.716255e-05,18,0.0013931052156469408
NAME,7.7160934e-05,50,0.0038696556670010027
HARDWARE DEVICE MODEL NAME,7.703294e-05,1,7.726473420260783e-05
COMBINATION,7.682446e-05,7,0.0005393893881644935
REST,7.669024e-05,11,0.0008461310330992979
SYMBOL,7.6663586e-05,1,7.689426880641926e-05
WORD,7.658779e-05,35,0.0026886385656970913
EQUIPMENT,7.657972e-05,1,7.681015045135406e-05
PSRCH,7.6484175e-05,10,0.0007671431795386158
PUWR,7.647536e-05,9,0.0006903492878635908
BEGINNING,7.64521e-05,3,0.00023004643931795384
QUESTIONS,7.643815e-05,1,7.666815446339016e-05
IMPROVEMENTS,7.640412e-05,1,7.66340220661986e-05
PORT HAN- DLE,7.615793e-05,0,0.0
TOOL ASSOCI- ATED,7.6137476e-05,0,0.0
SEN- SORS,7.5689844e-05,0,0.0
INFO.STATUS.ALERTS OVERFLOW SYSTEM,7.563802e-05,1,7.586561685055166e-05
PREFIX,7.553298e-05,15,0.0011364039117352054
CONFIGU- RATION,7.545344e-05,0,0.0
TY,7.53407e-05,73,0.00551642036108325
0X42,7.517608e-05,1,7.540228686058175e-05
VALUE PAIR,7.508025e-05,1,7.530616850551655e-05
APPLICATION PERSPECTIVE,7.5060576e-05,1,7.528643530591776e-05
ORIENTATIONS,7.5023985e-05,1,7.524973420260782e-05
FIELDS,7.413625e-05,2,0.00014871865596790372
PENA,7.388426e-05,24,0.0017785579137412236
SFLIST SSTAT,7.3850366e-05,0,0.0
COMMUNICATION SETTINGS,7.296346e-05,3,0.00021954902708124375
TSTOP,7.291458e-05,8,0.0005850718555667001
N,7.2779614e-05,10786,0.7873630056208626
POSITION SENSOR SYSTEM CONTROL UNIT,7.250842e-05,0,0.0
STROBER ALERTS TABLE,7.197668e-05,0,0.0
ILLUMINATOR CURRENT,7.194537e-05,1,7.21618555667001e-05
POSITION SENSOR CURRENT,7.182955e-05,2,0.00014409137412236712
CRC VALUE,7.130814e-05,1,7.152270812437311e-05
DATA BITS,7.1157745e-05,10,0.0007137186058174524
PSOUT,7.106045e-05,7,0.0004989199097291876
COMM,7.0135044e-05,11,0.0007738069047141424
SHAPE,6.979167e-05,15,0.0010500251253761285
SENSOR PARAMETER FAULT,6.9517475e-05,1,6.972665496489469e-05
VOLTAGE FAULT,6.951652e-05,4,0.0002789027883650953
SENSOR VOLTAGE FAULT,6.9509886e-05,1,6.971904312938816e-05
ILLUMINATOR VOLTAGE FAULT,6.9508e-05,1,6.971715145436309e-05
SENSOR TEMPERATURE FAULT,6.950424e-05,3,0.00020914014042126378
CANADA,6.948606e-05,3,0.00020908543630892678
TEMPERATURE FAULT,6.9480186e-05,3,0.00020906776128385156
SYSTEM BATTERY FAULT,6.94702e-05,1,6.967923771313941e-05
POSITION SENSOR COMMUNICATION FAULT,6.9392576e-05,1,6.960138014042127e-05
STROBER COMMUNICATION FAULT,6.939093e-05,1,6.959972918756269e-05
INPUT VOLTAGE FAULT,6.933588e-05,1,6.954451354062188e-05
SYSTEM OPERATING MODE SYSTEM HARDWARE,6.923706e-05,0,0.0
SYSTEM HARDWARE,6.92364e-05,3,0.00020833420260782346
0X0004,6.9004614e-05,1,6.921225075225678e-05
REPRESENTATION,6.894892e-05,2,0.000138312778335005
REPLY STRING,6.892039e-05,1,6.912777331995987e-05
PENA PFSEL,6.82285e-05,0,0.0
BEEP STATUS,6.787108e-05,4,0.000272301223671013
BEEPING,6.768432e-05,2,0.00013577596790371115
BACKGROUND FRAMES,6.741224e-05,2,0.00013523017051153462
DSTOP,6.7110646e-05,6,0.00040387550250752256
SYSTEM RESET,6.7110195e-05,9,0.0006058091825476429
USER PARAMETERS STORE SETTINGS,6.6424735e-05,3,0.00019987382647943832
ABILITY,6.608831e-05,3,0.0001988615145436309
III,6.587965e-05,6,0.0003964673019057171
CONNECTION HARDWARE CONFIGURATION,6.585472e-05,0,0.0
FRAME TYPES,6.5660315e-05,2,0.000131715777331996
0X00000040,6.5455126e-05,3,0.00019695624674022065
0X00200000,6.541678e-05,2,0.00013122724172517553
TYPES,6.540936e-05,6,0.0003936370712136409
0X00400000,6.532051e-05,3,0.00019655118355065197
0X00800000,6.531976e-05,4,0.0002620652357071214
SCU,6.480956e-05,83,0.005395379618856569
COMMAND PHSR,6.478936e-05,0,0.0
INPUT VOLTAGE,6.462728e-05,3,0.00019446523570712133
ILLUMINATOR VOLTAGE,6.4623775e-05,1,6.48182296890672e-05
MARKER DATA,6.3917585e-05,2,0.0001282198294884654
SYSTEM RESPONSE,6.3711996e-05,6,0.0003834222427281845
PROBLEM,6.3677486e-05,27,0.001724465518555667
TZ,6.291122e-05,27,0.0017037140822467403
BATTERY POWER,6.290549e-05,3,0.0001892843229689067
LASER BATTERY POWER,6.287898e-05,1,6.3068184553661e-05
INITIALIZING,6.280595e-05,2,0.00012598986960882648
VISIBLE,6.182033e-05,7,0.0004340444433299899
TXN,6.178842e-05,9,0.0005577690872617853
RANGE CONTROL,6.139322e-05,1,6.157795386158477e-05
PARAM.SERIAL PORT,6.1208935e-05,3,0.00018417934302908729
PARAMETER PORT HANDLE,6.109695e-05,0,0.0
TESTING PURPOSES,6.082836e-05,3,0.00018303418254764293
COMMUNICATION PROBLEMS,6.007029e-05,1,6.025104312938816e-05
VALUE 0X00000080,5.9763963e-05,0,0.0
VALUE 0X00000001,5.9645503e-05,0,0.0
SAMPLE OPTION,5.964285e-05,5,0.00029911158475426277
IMAGE CAPTURE END COLUMN IMAGE CAPTURE,5.9630296e-05,0,0.0
IMAGE CAPTURE,5.9629674e-05,7,0.0004186637091273822
RANDALL DRIVE WATERLOO,5.9551763e-05,0,0.0
TIMEOUT,5.933346e-05,6,0.00035707197592778334
COMMAND DFLT,5.8823684e-05,0,0.0
FIRMWARE BUILD REVISION NUMBER LIST,5.8668094e-05,0,0.0
MINOR,5.8488484e-05,5,0.0002933223871614844
INITIALIZATION,5.7962967e-05,5,0.00029068689568706116
DEVICE.TYPE.0,5.7823134e-05,4,0.00023198850150451354
MODE TRACKING,5.7532077e-05,0,0.0
NOTES,5.7320573e-05,95,0.005461839954864594
DEVICE.INSTANCE.0,5.72212e-05,4,0.00022957352056168507
F CORE BUILDING 1,5.6814122e-05,1,5.698507723169509e-05
BUMP SENSOR USER PARAMETERS TABLE,5.6780176e-05,0,0.0
BUMPS,5.6773435e-05,5,0.0002847213390170512
TABLES,5.676194e-05,1,5.693273821464393e-05
DATA COMPRESSION,5.6659326e-05,1,5.682981544633902e-05
STRIDE,5.640117e-05,11,0.0006222797091273822
TRACK,5.6339748e-05,54,0.0030515008946840525
SCUONLY,5.582593e-05,3,0.00016798173520561686
SUCCESS,5.517647e-05,48,0.0026564398796389164
SENSOR.WIDTH NUMBER,5.4087468e-05,0,0.0
CONSIDERATION,5.3316795e-05,1,5.347722668004012e-05
COMMUNICATION SETUP,5.3311585e-05,1,5.347200100300903e-05
COMMAND PHF,5.291259e-05,0,0.0
N2V 1C5,5.2797754e-05,2,0.00010591324774322969
VOLTAGES,5.275197e-05,1,5.291070210631895e-05
INFO.TIMEOUT,5.244814e-05,3,0.0001578178736208626
COMPLETE LIST OF USER PARAMETERS,5.1800114e-05,3,0.00015586794583751252
BACKGROUND IR SENSITIVITY LEVEL,5.178561e-05,1,5.194143430290873e-05
ON,5.1701983e-05,6,0.00031114533400200604
@NDIGITAL.COM,5.1683637e-05,2,0.00010367830892678035
HONG KONG,5.167021e-05,2,0.0001036513741223671
HONG KONG SCIENCE PARK,5.167021e-05,1,5.182568706118355e-05
APSUPPORT@NDIGITAL.COM,5.1665796e-05,1,5.182125977933801e-05
PURD,5.1586612e-05,10,0.0005174183751253761
OVERFLOW,5.1318606e-05,6,0.0003088381504513541
COMMAND SET,5.1275885e-05,10,0.0005143017552657974
LIMIT,5.124979e-05,13,0.0006682520260782348
OPTION SET,5.1207076e-05,1,5.1361159478435305e-05
CMD.VSNAP.,5.1105297e-05,13,0.000666367964894684
1DF5,5.1103456e-05,2,0.0001025144553660983
SYSTEM EVENTS,5.094339e-05,1,5.109668004012036e-05
CMD.VGET.COMPRESSION,5.0320174e-05,1,5.0471588766298897e-05
END X,5.023083e-05,2,0.00010076395185556671
ERROR MESSAGES,5.0161514e-05,3,0.00015093735406218655
WARNING MESSAGES,5.0147788e-05,1,5.029868405215647e-05
CABLES,4.9839815e-05,7,0.00034992849047141424
CABLE,4.983863e-05,11,0.000549874553660983
STROBER CABLE,4.9830396e-05,3,0.00014994101103309933
HEADER CRC,4.9429815e-05,6,0.0002974713039117352
DECIMAL DIGITS,4.9049948e-05,17,0.0008363581905717151
PARAM.FIRMWARE,4.8620517e-05,1,4.876681745235707e-05
VERSION FEATURES.FIRMWARE,4.857075e-05,0,0.0
MINOR VERSION FEATURES.FIRMWARE,4.85703e-05,0,0.0
LINE SEPARATION N,4.8557664e-05,1,4.870377532597793e-05
SAFELOADER VERSION FEATURES.FIRMWARE,4.8554295e-05,0,0.0
VOLUME N,4.8552232e-05,1,4.869832698094283e-05
MULTI FIRM,4.854256e-05,28,0.0013632815245737213
POWER SUPPLY,4.8378857e-05,1,4.852443029087262e-05
POSITION SENSOR BEEPS,4.8199458e-05,1,4.834449147442327e-05
BEEP,4.8123333e-05,21,0.001013630885656971
BEEPS,4.804404e-05,3,0.00014456581745235706
BUMP DETECTION,4.727746e-05,3,0.00014225915747241723
BUMP DETECTOR,4.7270863e-05,5,0.0002370655115346038
METHOD,4.721075e-05,5,0.0002367640421263791
INFO.STATUS.SYSTEM MODE,4.6885947e-05,1,4.702702808425275e-05
FLASHES,4.6668756e-05,1,4.680918355065196e-05
CMD.VGET.THRESHOLD.TRIGGER SPOT,4.6256413e-05,0,0.0
PARAM.STROBER NAME,4.5617795e-05,2,9.151012036108325e-05
NDI SUPPORT SITE,4.5520927e-05,3,0.00013697370210631897
COMMUNICATIONS CHECK,4.5224624e-05,1,4.5360706118355064e-05
RADOLFZELL GERMANY,4.522081e-05,0,0.0
FRITZ-REICHLE-RING 2 D,4.522081e-05,0,0.0
@NDIEUROPE.COM,4.5204983e-05,1,4.534100601805416e-05
SCIENCE PARK EAST AVENUE,4.5201097e-05,1,4.533710832497493e-05
SHATIN,4.5201097e-05,1,4.533710832497493e-05
NEW TERRITORIES,4.5201097e-05,1,4.533710832497493e-05
SIGN,4.5021705e-05,82,0.003702888475426279
RULES,4.5013578e-05,2,9.029805015045136e-05
SIGNAL,4.4992546e-05,1,4.51279297893681e-05
ACTIVATION SIGNATURE,4.4992546e-05,4,0.0001805117191574724
SYNC,4.4552067e-05,23,0.0010277808836509528
0X00000008,4.369021e-05,3,0.00013146502507522566
0X00000010,4.368961e-05,3,0.00013146321965897697
0X00000020,4.3689015e-05,3,0.00013146142928786357
0X00000004,4.3609285e-05,3,0.00013122151955867603
STARTS,4.342044e-05,6,0.0002613065596790371
UPDATES,4.319534e-05,2,8.665063189568705e-05
ENTRIES,4.315782e-05,3,0.0001298630491474423
DISABLED,4.313221e-05,3,0.00012978598796389168
LASER,4.2813757e-05,12,0.0005153110170511535
PARAM.SYSTEM EXT SYNC MODE ENABLES,4.204352e-05,1,4.2170030090270815e-05
PS-0,4.1615975e-05,27,0.0011270123620862587
ILLUMINATORS,4.1560837e-05,8,0.00033348715747241725
API RELEASES,4.105127e-05,1,4.1174794383149446e-05
COLOR DEPTH IMAGE,4.0894254e-05,0,0.0
IMAGE,4.0894254e-05,10,0.0004101730591775326
HARDWARE FAILURE,4.087494e-05,5,0.00020498966900702104
SYSTEM CONFIGURATION INSTANCE,4.0804378e-05,0,0.0
COMMAND SAVE,4.0794836e-05,3,0.0001227527662988967
SAMPLE C ROUTINES,4.0438583e-05,12,0.0004867231654964895
LINE SEPARATION,4.0099098e-05,18,0.0007239556308926779
DURATION,4.0007e-05,2,8.025476429287864e-05
HARDWARE DEVICE COLUMN,3.9492366e-05,5,0.00019805599799398193
CONFIGURATION CHECK,3.9438833e-05,1,3.955750551654965e-05
SYSTEM CONFIGURATION CHECKSUM,3.9437375e-05,1,3.955604312938816e-05
DECIMAL,3.9384944e-05,159,0.0062810492437311944
SYSTEM STATUS CONDITIONS,3.9356026e-05,1,3.9474449348044134e-05
SYSTEM CONDITIONS,3.93551e-05,3,0.00011842056168505516
CONDITIONS,3.9338145e-05,10,0.0003945651454363089
DETECTION TRIGGER THRESHOLD,3.875947e-05,1,3.8876098294884654e-05
BACKGROUND SUPPRESSION THRESHOLD,3.875947e-05,1,3.8876098294884654e-05
BEEPER SEQUENCE,3.8727114e-05,1,3.8843644934804414e-05
SEQUENCE,3.8665574e-05,13,0.0005041649568706118
VIEW,3.8651495e-05,24,0.0009304271614844533
DATA COLLECTION,3.8650538e-05,1,3.8766838515546644e-05
LENGTH,3.859149e-05,9,0.0003483685155466399
PHF,3.7915503e-05,12,0.0004563551013039118
PIXELS,3.6354704e-05,5,0.000182320481444333
THRESHOLD CALCULATIONS,3.6354704e-05,1,3.64640962888666e-05
THE POLARIS VICRA,3.6329016e-05,3,0.00010931499297893682
PREREQUISITE COMMAND IRED,3.6259215e-05,0,0.0
SIM- PLY,3.6174803e-05,0,0.0
WARNING CODE,3.5919176e-05,3,0.00010808177331995988
HOST COMPUTER CLOCK,3.590886e-05,3,0.00010805073219658977
FUTURE,3.580167e-05,7,0.0002513657873620862
SYSTEM CLOCK,3.5736473e-05,1,3.584400501504514e-05
ATTEMPT,3.5734625e-05,6,0.00021505290872617853
SYNC FREQUENCY,3.5679983e-05,3,0.00010736203510531593
SHUTTER TIME,3.514794e-05,2,7.050740220661985e-05
PARAM.WATCH DOG TIMER,3.5120313e-05,2,7.045198194583751e-05
SYNTAX 3D,3.486778e-05,0,0.0
EXCEPTIONS,3.4403667e-05,2,6.901437713139419e-05
VERSION PARAM.TRACKING,3.4171695e-05,0,0.0
PARAM.TRACKING.,3.4170665e-05,13,0.0004455553109327984
INFO.STATUS.BUMP,3.3595494e-05,5,0.0001684829187562688
SITUATIONS,3.3495682e-05,10,0.00033596471414242733
PARAM.USER.STRING1,3.336291e-05,1,3.34632998996991e-05
PARAM.USER.STRING2,3.3362572e-05,1,3.3462960882647944e-05
PARAM.USER.STRING3,3.3362237e-05,1,3.3462624874623866e-05
ADVANTAGE,3.327115e-05,1,3.3371263791374116e-05
SYSTEM LOG ENTRY,3.3217446e-05,1,3.331739819458375e-05
ERROR2E,3.2695658e-05,5,0.0001639702006018054
MILESTONES,3.2633594e-05,1,3.273178936810431e-05
CONJUNCTION,3.2579588e-05,3,9.803286258776329e-05
POINT,3.254859e-05,8,0.0002611722367101304
ENUMERATION,3.253551e-05,3,9.790023069207622e-05
0X02000000,3.2492913e-05,4,0.00013036274022066197
0X04000000,3.248839e-05,3,9.775844533600803e-05
0X40000000,3.2486354e-05,2,6.516821263791374e-05
0X01000000,3.245394e-05,4,0.00013020637913741225
SOURCES,3.2427044e-05,12,0.0003902954142427282
NDI,3.195863e-05,47,0.001506575336008024
PARAM.BUMP DETECTOR,3.1555723e-05,9,0.00028485607522567703
LOAD,3.136298e-05,9,0.00028311616850551654
COMPUTER MANUALS,3.1350577e-05,1,3.1444911735205616e-05
PARITY,3.134787e-05,9,0.00028297976930792383
STRIDE CMD.,3.066531e-05,0,0.0
0X40000000 0X80000000 OVERFLOW,3.0339526e-05,0,0.0
APIREV RETURNS,3.0305382e-05,0,0.0
BX RETURNS,3.0291012e-05,0,0.0
PARAM.DEFAULT WAVELENGTH,2.9363364e-05,1,2.9451719157472417e-05
HOST CONNECTION,2.8900204e-05,1,2.8987165496489467e-05
ENTRY,2.8891012e-05,1,2.8977945837512536e-05
UPDATE,2.886707e-05,2,5.790786359077232e-05
PARAMETER1,2.885644e-05,2,5.7886539618856565e-05
PARAMETERN,2.885644e-05,2,5.7886539618856565e-05
PARAMETER2,2.885644e-05,2,5.7886539618856565e-05
CONNECTION,2.8851207e-05,5,0.00014469010531594786
EXPANSION,2.8569873e-05,1,2.8655840521564695e-05
REMOVAL,2.8554472e-05,1,2.8640393179538617e-05
LOOP,2.8553952e-05,1,2.8639871614844534e-05
OTHERS,2.8501876e-05,1,2.858763891675025e-05
SUCCESS: <FAMILY>.,2.8475257e-05,0,0.0
TOTAL,2.8473842e-05,4,0.00011423808224674022
VALUE 0X01000000,2.842507e-05,0,0.0
BUMP DETECTOR.,2.7977045e-05,9,0.0002525510581745236
BUMP DETEC,2.7948878e-05,17,0.0004765606078234704
FEATURES.FIRMWARE.VERSION,2.7623153e-05,1,2.770627181544634e-05
SYSTEM FUNCTIONALITY,2.7427535e-05,1,2.751006519558676e-05
LEFT,2.7403774e-05,9,0.00024737609428284856
BEEP DURATION,2.6685198e-05,1,2.6765494483450353e-05
PDIS,2.667248e-05,8,0.00021402190571715145
COLLECTION,2.5886582e-05,4,0.00010385790170511535
TOOL CLASSES,2.5884961e-05,1,2.596284954864594e-05
FLOW,2.5855368e-05,8,0.00020746534002006017
STEP,2.404762e-05,3,7.235993981945838e-05
ILLUMINATOR ACTIVATION FREQUENCY,2.4031075e-05,1,2.41033851554664e-05
LOSS,2.39906e-05,1,2.4062788365095286e-05
SIGHT,2.3972725e-05,5,0.00012022429789368103
CMD.VGET.THRESHOLD.,2.2935817e-05,7,0.00016103382046138415
SUCCESS: <START SEQUENCE,2.2836413e-05,0,0.0
FEATURES.TOOLS.PASSIVE PORTS MAXIMUM,2.2377859e-05,1,2.2445194583751255e-05
SYSTEM MAINTENANCE,2.187649e-05,1,2.1942316950852555e-05
SCALE,2.1870279e-05,13,0.00028516913440320964
SEC,2.184717e-05,44,0.0009641679839518556
BOOT,2.18188e-05,2,4.376890672016048e-05
