91.28,109.55,0.18
MAINTENANCE PROCESS,7.46809e-05,25,0.0017514282363977488
TECHNOLOGIES,7.463379e-05,1,7.001293621013133e-05
CHARACTERISTICS,7.41086e-05,20,0.0013904052532833023
ANNEX C,7.3913434e-05,14,0.000970720521575985
EVALUATION,7.382677e-05,17,0.001177349990619137
MEANS,7.361763e-05,49,0.0033839248311444653
MORE,7.355441e-05,52,0.0035880199999999995
EVENT,7.3513474e-05,51,0.003517061138836773
SYSTEM LEVEL REQUIREMENTS,7.3030205e-05,2,0.00013701727016885554
SECURITY REQUIREMENTS,7.301208e-05,2,0.00013698326454033774
INTERFACE REQUIREMENTS,7.300932e-05,2,0.00013697808630393996
USER MAINTENANCE REQUIREMENTS,7.299974e-05,2,0.00013696011257035645
UPDATE SYSTEM REQUIREMENTS,7.2982206e-05,4,0.0002738544315196998
NOTE REQUIREMENT,7.29103e-05,2,0.0001367923076923077
RISK CONTROL REQUIREMENTS,7.2651805e-05,2,0.00013630732645403376
MODIFICATION REQUESTS,7.244328e-05,0,0.0
MEDICAL DEVICE TECHNOLOGY,7.227794e-05,0,0.0
STATUS,7.147405e-05,20,0.0013409765478424015
STRATEGIES,7.133318e-05,20,0.0013383335834896812
TYPE,7.102935e-05,40,0.002665266416510319
AMENDMENT,7.092945e-05,24,0.001596910694183865
CONTROL CODE,7.086392e-05,0,0.0
OBJECT CODE,7.086392e-05,0,0.0
SOURCE CODE,7.086392e-05,2,0.00013295294559099438
SCHEME,7.081572e-05,13,0.0008636063414634147
SUBCLAUSE,7.071745e-05,21,0.001393120497185741
SUBCLAUSES,7.0696384e-05,7,0.0004642351669793621
DETAILS,7.058328e-05,2,0.00013242641651031896
MEANING,7.0279115e-05,2,0.00013185575046904314
SOFTWARE UNIT VERIFICATION PROCESS,7.023816e-05,5,0.00032944727954971857
WORK,7.018764e-05,4,0.0002633682551594747
CAUSES,6.998832e-05,25,0.0016413771106941837
CAUSE,6.9986665e-05,94,0.006171431998123828
ENVIRONMENT,6.963008e-05,36,0.0023514848780487804
OBJECT,6.9442845e-05,36,0.0023451617448405253
AMENDMENT(S),6.897398e-05,2,0.0001294070919324578
SECURITY,6.841373e-05,9,0.0005776018480300188
SYSTEM ENGINEERING,6.81829e-05,2,0.00012792288930581612
CLAUSE 5,6.766072e-05,15,0.0009520739212007505
TABLE C.5,6.704794e-05,8,0.0005031740337711069
SOUP DESIGNATOR,6.685901e-05,3,0.00018815856472795497
NOTE PROBLEMS,6.576339e-05,1,6.169173545966229e-05
CUSTOMER NEEDS,6.564678e-05,8,0.0004926587617260788
OPERATING SYSTEM,6.544044e-05,4,0.0002455551219512195
RELIABILITY,6.520265e-05,11,0.0006728228424015009
NEED,6.501671e-05,81,0.004940294099437148
CONFIGURATION MANAGEMENT SYSTEM,6.4930646e-05,0,0.0
IMPAIRMENT,6.462478e-05,14,0.0008487306941838648
LIFE CYCLES,6.455482e-05,8,0.0004844639399624765
PERSON,6.435561e-05,31,0.0018715046060037526
PERSONS,6.4269e-05,5,0.00030144934333958725
INTERFACES,6.3596424e-05,54,0.0032215824540337717
COMMUNICATION INTEGRITY,6.359402e-05,2,0.00011931335834896811
HUMAN-EQUIPMENT INTERACTIONS,6.359162e-05,2,0.00011930885553470919
HUMAN- EQUIPMENT INTERFACE,6.346568e-05,0,0.0
BASE EDITION,6.3374944e-05,2,0.00011890233395872421
ASPECTS,6.3354724e-05,26,0.0015452371707317073
CHARACTER,6.331102e-05,21,0.0012472152157598502
TRACEABILITY ANALYSIS,6.3293715e-05,3,0.0001781249015009381
IEC PUBLICATION(S),6.305285e-05,2,0.00011829803001876173
REGULATIONS,6.267666e-05,11,0.0006467572795497186
CODING STANDARDS,6.255157e-05,6,0.00035207262664165104
REGULATION,6.2482795e-05,15,0.0008792138133208255
978-2-8322-2765-7,6.186002e-05,1,5.803003752345215e-05
SERVICES,6.164951e-05,6,0.0003469953658536585
SERVANTS,6.163872e-05,2,0.00011564487804878049
TECHNICAL REPORTS,6.155727e-05,0,0.0
DEVIATIONS,6.1491824e-05,2,0.00011536927579737336
SERVICE,6.1377694e-05,17,0.0009788187598499063
SOFTWARE REQUIREMENTS ANALYSIS ACTIVITY,6.1335464e-05,2,0.00011507591744840524
SOFTWARE VERIFICATION ACTIVITIES,6.116791e-05,2,0.00011476155722326454
MEDICAL DEVICE RISK ANALYSIS ACTIVITY,6.108594e-05,2,0.00011460776735459662
ADMINISTRATION SYSTEM,6.1004856e-05,0,0.0
SOFTWARE VERIFICATION,6.0967057e-05,7,0.0004003465281425891
VALIDATION ACTIVITY,6.0945757e-05,1,5.717237992495309e-05
CLASSES,6.0935003e-05,33,0.0018863556275797372
MEMORY MANAGEMENT,6.0681778e-05,4,0.0002276989793621013
SAFETY CLASS,6.0633454e-05,105,0.005972338339587243
SOFTWARE DEFECTS,6.0231956e-05,7,0.0003955194108818012
REFERENCE POINT,6.0000715e-05,2,0.00011257169793621012
SOUP ITEMS,5.994335e-05,2,0.00011246407129455911
HARDWARE ITEMS,5.9885242e-05,2,0.00011235505065666042
DEPENDENCY,5.987933e-05,2,0.00011234395872420262
TEXT,5.980606e-05,24,0.0013464778986866791
REDUCTION,5.9694263e-05,16,0.000895973928705441
FORM,5.9686903e-05,309,0.017301363064727952
REGRESSION TESTING SOFTWARE ITEMS,5.962893e-05,0,0.0
D,5.961148e-05,11562,0.6465552830769231
SOFTWARE INTEGRATION TESTING,5.9582664e-05,5,0.0002794684052532833
REGRESSION TESTS,5.957225e-05,5,0.00027941955909943715
REGRESSION TESTING,5.957131e-05,4,0.00022353212007504688
TESTER,5.956663e-05,13,0.0007264223170731709
REPEAT TESTS,5.9545477e-05,2,0.0001117175928705441
TABLE C.3,5.94511e-05,6,0.0003346215759849906
TABLE C.2,5.94511e-05,6,0.0003346215759849906
ISO/IEC 12207 ... 41 TABLE C.1,5.94511e-05,0,0.0
B.3,5.9242673e-05,6,0.00033344844090056283
COMPUTER PROGRAM,5.89199e-05,1,5.5271951219512195e-05
COMPUTER PROGRAMS,5.8904385e-05,1,5.525739681050656e-05
QMS,5.8869125e-05,18,0.0009940377579737334
PREPARATION,5.879296e-05,10,0.0005515287054409006
GENERAL,5.877342e-05,26,0.0014334980487804877
GENERATION,5.8739915e-05,6,0.00033061865853658537
DIRECTORS,5.8729023e-05,2,0.00011018578424015009
FACT,5.8573252e-05,36,0.0019780835572232648
SOFTWARE FACTORS,5.851001e-05,0,0.0
CONFIGURATION CONTROL,5.8478614e-05,2,0.00010971597373358349
CONFIGURATION MANAGEMENT CONTROL,5.8469253e-05,2,0.00010969841088180112
SOFTWARE REQUIREMENTS CONTENT,5.844299e-05,7,0.0003837719793621013
STEPS,5.8409212e-05,8,0.0004383430544090056
CONTRADICTION,5.8352376e-05,7,0.0003831769530956848
VOICE CONTROL,5.8312835e-05,1,5.470247185741088e-05
SOFTWARE INTEGRATION TESTING CONTENT,5.8305362e-05,2,0.00010939092307692308
INTEGRATION TEST RECORD CONTENTS,5.829521e-05,3,0.0001640578142589118
SOFTWARE SYSTEM TEST RECORD CONTENTS,5.8259444e-05,4,0.00021860954596622889
CONTRIBUTION,5.816696e-05,6,0.0003273937711069418
FLASH MEMORY,5.8140384e-05,3,0.00016362209380863042
CHANGE CONTROL,5.8112902e-05,18,0.0009812685140712944
SOFTWARE LIFE CYCLE CONTROLS,5.8035777e-05,2,0.00010888513508442777
INSTRUMENT,5.8022575e-05,8,0.00043544146341463415
B.2,5.800975e-05,10,0.0005441815196998124
BEHAVIOUR,5.799401e-05,17,0.0009248575703564728
PROJECTS,5.7956495e-05,1,5.4368194183864916e-05
MILESTONES,5.7934863e-05,11,0.000597826916510319
INSTANCE,5.7881774e-05,2,0.00010859619887429644
REASONS,5.7755595e-05,9,0.00048761759380863044
CONDITIONS,5.77429e-05,11,0.0005958460600375235
PROPERTY DAMAGE,5.7690948e-05,2,0.00010823817636022513
DAMAGE,5.7690948e-05,26,0.0014070962926829268
FORMAT,5.718338e-05,87,0.00466693626641651
PROVENANCE,5.7103793e-05,8,0.00042854628893058164
PROVISION,5.686816e-05,10,0.0005334724202626642
ATTENTION,5.6608555e-05,10,0.0005310371013133208
SOFTWARE RISK CONTROL MEASURES,5.650699e-05,2,0.00010601686679174484
SOFTWARE PROJECT,5.6108118e-05,0,0.0
COLOUR PRINTER,5.6040277e-05,2,0.00010514123264540338
COMBINATION,5.593245e-05,17,0.0008919809099437148
RISK COMBINATION,5.5887143e-05,2,0.00010485392682926829
BODY STRUCTURE,5.585457e-05,3,0.00015718922138836772
INDEX,5.5685894e-05,5,0.00026119087242026267
RIGHTS,5.501215e-05,7,0.00036124301125703564
FIELD,5.4906104e-05,9,0.0004635599774859287
SOFTWARE ARCHITECTURE DESIGN,5.481867e-05,4,0.00020569857410881803
REVIEW,5.4612057e-05,17,0.0008709239859287054
UPGRADE DESIGNATION,5.4576634e-05,2,0.00010239518574108818
FIELDS,5.4393284e-05,2,0.0001020511894934334
ADDITION,5.4388078e-05,57,0.002908180530956848
AREAS,5.4338077e-05,9,0.00045876425234521576
ADDITIONS,5.4265012e-05,1,5.090526454033771e-05
AREA,5.4121178e-05,16,0.000812325373358349
SOFTWARE DEVELOPMENT LIFE CYCLE MODEL,5.3906002e-05,4,0.0002022739287054409
HUMAN BODY,5.366493e-05,3,0.00015102700750469042
MEMBER,5.3611995e-05,15,0.0007543901735459663
BODY,5.3602027e-05,15,0.0007542499108818011
CONFIGURATION,5.3579624e-05,75,0.0037696733583489675
BEGINNING,5.3508193e-05,6,0.000301171818011257
GAPS,5.3423533e-05,15,0.0007517382692307692
TRENDS,5.3377644e-05,16,0.0008011653883677299
PATENT RIGHTS,5.3078784e-05,5,0.0002489624015009381
INTEGRATION PLAN,5.30574e-05,7,0.0003484069418386491
STABILITY DATE,5.29834e-05,0,0.0
MAINTENANCE PLAN,5.2978463e-05,19,0.000944269040337711
REFERENCE NUMBER,5.2826683e-05,0,0.0
IEC PUBLICATIONS,5.2702235e-05,4,0.0001977569793621013
UPDATING,5.264345e-05,5,0.0002469204971857411
PEOPLE,5.24769e-05,18,0.0008861015009380864
MONITORING,5.2462696e-05,10,0.0004921453658536586
RIGHT,5.244366e-05,192,0.009445762401500938
ERROR,5.24335e-05,13,0.0006394329268292682
OCCURRENCE,5.2420197e-05,14,0.0006884453639774859
INCIDENTS,5.2224263e-05,8,0.0003919269268292683
OVERVIEW,5.1987867e-05,11,0.0005364601660412758
ORDER,5.1846746e-05,13,0.0006322773902439024
MEMBERS,5.181915e-05,8,0.00038888667917448403
RELIANCE,5.181915e-05,2,9.722166979362101e-05
EDITION NUMBER,5.177984e-05,2,9.714791744840525e-05
NUMBER,5.1606152e-05,13,0.0006293433170731707
UPGRADES,5.15997e-05,8,0.0003872397748592871
TRANSMISSION,5.1297742e-05,2,9.624341838649156e-05
AUDIT,5.126067e-05,9,0.00043278239212007506
CONCEPTION,5.1192386e-05,2,9.604575234521577e-05
PRACTICES,5.1144765e-05,2,9.595640712945592e-05
SECURITY PROTECTION,5.1133782e-05,2,9.593580112570357e-05
SOFTWARE DECOMPOSITION,5.111387e-05,0,0.0
DECOMPOSITION,5.1000814e-05,12,0.0005741179812382739
AUDIENCE,5.0878167e-05,3,0.00014318433489681048
DIFFERENCE,5.0845632e-05,7,0.0003338831369606004
CLASSES B,5.0083097e-05,8,0.000375858138836773
SOFTWARE TEST CONFIGURATIONS,4.977352e-05,5,0.00023345928705440899
COMMUNICATION,4.922473e-05,4,0.00018470818011257035
SUMMARY,4.9168368e-05,8,0.00036899338086303937
SIDE EFFECTS,4.910421e-05,0,0.0
TRAINING USER,4.9045262e-05,1,4.600868855534709e-05
EXPENSES,4.904098e-05,2,9.200934333958724e-05
DISCLAIMER,4.901185e-05,2,9.195469043151969e-05
WORKING GROUP,4.898017e-05,2,9.189525328330206e-05
SUBCOMMITTEE 62A,4.898017e-05,2,9.189525328330206e-05
COLOUR,4.8904043e-05,10,0.00045876212945591
COLOURS,4.8904043e-05,2,9.175242589118199e-05
USER DOCUMENTATION,4.8662274e-05,1,4.564941275797373e-05
CATEGORIES,4.8659997e-05,11,0.0005021200440900563
EXPERIENCES,4.8486098e-05,2,9.096828893058161e-05
PROPERTY,4.8464164e-05,7,0.00031824497936210126
SYSTEM CONFIGURATION DOCUMENTATION,4.8405698e-05,3,0.00013622616697936212
TEST DOCUMENTATION,4.8362555e-05,4,0.0001814730018761726
GROUP,4.8265312e-05,11,0.0004980473095684804
NOTE MODIFICATIONS,4.8229183e-05,0,0.0
NON-SERIOUS INJURY,4.820398e-05,1,4.521949343339587e-05
SEARCH,4.7551628e-05,3,0.0001338225928705441
CONFORMITY ASSESSMENT SERVICES,4.7235048e-05,0,0.0
HEALTH,4.696421e-05,6,0.00026433889305816136
SUMMARIZES,4.6462214e-05,2,8.717113320825516e-05
MARKS,4.5912013e-05,2,8.613886116322703e-05
NATURE,4.589992e-05,11,0.00047363894934333964
ELEMENTS,4.5884186e-05,9,0.0003873899380863039
FRAMEWORK,4.5746783e-05,9,0.00038622987523452155
TREATMENT,4.5719928e-05,11,0.0004717816210131333
DEMONSTRATION,4.562552e-05,3,0.0001284020262664165
SOFTWARE MAINTENANCE,4.5414203e-05,16,0.0006816390694183865
CORRIGENDA,4.537192e-05,1,4.256277673545966e-05
PACKAGING,4.5353874e-05,7,0.0002978209362101313
MARKET,4.5353874e-05,11,0.0004680043283302064
ENTIRE,4.5339028e-05,9,0.00038278729080675416
MISUNDERSTANDING,4.5322533e-05,2,8.503289493433396e-05
IEC 60601-1-6,4.5230183e-05,4,0.0001697192607879925
PATIENT,4.5204928e-05,7,0.00029684286679174484
STAGE,4.5109584e-05,8,0.00033853346341463416
LANGUAGES,4.5106397e-05,1,4.231369324577861e-05
OMISSION,4.5025703e-05,9,0.00038014195778611633
MEDICAL DEVICE RISK ANALYSIS,4.4969296e-05,4,0.00016874032270168855
ANALYSES,4.475046e-05,9,0.0003778181425891182
SOFTWARE UNIT IMPLEMENTATION,4.456325e-05,16,0.0006688667917448405
INTERNATIONAL ORGANIZATION FOR STANDARDIZATION,4.44689e-05,0,0.0
FOUNDATION,4.3994765e-05,7,0.00028889620544090053
MANNER,4.3869164e-05,4,0.00016461224765478423
SEQUENCES,4.38446e-05,15,0.0006169502814258912
SUPPORT,4.361824e-05,42,0.0017185422889305815
COMPATIBILITY,4.3614255e-05,2,8.182787054409005e-05
COMPROMISE,4.361012e-05,2,8.182011257035648e-05
COMPONENTS,4.3580476e-05,25,0.001022056191369606
DEATH,4.347778e-05,3,0.0001223577298311445
ATTESTATION,4.3387765e-05,2,8.140293621013134e-05
ANNEX,4.3349282e-05,10,0.0004066536772983114
PROCESSING UNIT,4.3328408e-05,2,8.12915722326454e-05
EACH,4.332742e-05,141,0.005730925159474672
SOFTWARE HAZARDS,4.3105272e-05,2,8.08729305816135e-05
MEDIA,4.249093e-05,4,0.00015944063789868668
CLASSES A,4.2361815e-05,2,7.947807692307692e-05
END,4.2298325e-05,211,0.008372370145403377
SUBJECTS,4.2282423e-05,2,7.932912382739212e-05
EXTENT,4.2270807e-05,7,0.0002775756557223265
ANNEX D,4.2244617e-05,7,0.00027740367636022516
POSSIBILITY,4.2233823e-05,6,0.00023771382551594748
USER CONVENIENCE,4.222321e-05,2,7.921803001876173e-05
TITLE,4.216681e-05,8,0.00031644885553470915
WEB SITE,4.2151307e-05,0,0.0
UNDERSTANDING,4.2130338e-05,6,0.0002371313583489681
CLARIFICATION,4.188389e-05,7,0.0002750349249530957
PARTS,4.1861047e-05,13,0.0005105005731707318
HARD DISK,4.1824827e-05,2,7.84705947467167e-05
INSPECTION,4.1796062e-05,7,0.00027445819324577864
RESOLUTION,4.179372e-05,111,0.004351878911819887
RESOLUTIONS,4.177707e-05,2,7.838099437148217e-05
DETERMINATION,4.1757117e-05,6,0.00023503067729831143
DIAGNOSIS,4.1740073e-05,5,0.0001957789540337711
DIFFERENCES,4.1729014e-05,2,7.829083302063789e-05
MANAGEMENT POLICIES,4.1698462e-05,0,0.0
GRANULARITY,4.166716e-05,7,0.0002736117448405253
VALUES,4.162515e-05,2,7.809596622889306e-05
COUNTRY,4.1543033e-05,4,0.00015588380112570356
QUESTIONS,4.149283e-05,4,0.00015569542213883676
CONVENTION,4.1481948e-05,2,7.782729455909943e-05
EACH OTHER,4.1411222e-05,2,7.769460037523452e-05
VARIETY,4.112954e-05,1,3.8583058161350844e-05
WARNING,4.0781324e-05,1,3.825640150093808e-05
DISTRIBUTOR,4.076943e-05,1,3.824524390243902e-05
AMENDMENT 1,4.047113e-05,12,0.00045558495309568477
SOFTWARE MODIFICATION,4.034867e-05,1,3.785053470919325e-05
AMENDMENTS,4.0061066e-05,2,7.51614746716698e-05
NOTE EXAMPLES,3.998474e-05,1,3.7509136960600375e-05
NORMATIVE,3.9953822e-05,10,0.0003748013320825515
62366-1,3.9700557e-05,6,0.00022345529268292684
CYCLES,3.9367966e-05,12,0.0004431665966228893
ADDRESS,3.9070936e-05,50,0.001832595497185741
OPTION,3.906874e-05,6,0.0002198990994371482
EUROPEAN DIRECTIVES,3.8869395e-05,0,0.0
ANY,3.830008e-05,115,0.0041318097560975615
DATA DEFINITION,3.8230282e-05,2,7.172660787992497e-05
ERROR DEFINITION,3.816593e-05,2,7.160587242026268e-05
TEST CASE SPECIFICATIONS,3.8141476e-05,4,0.00014311998499061913
IEEE,3.800297e-05,14,0.0004991009193245778
CONFIDENCE,3.797427e-05,2,7.12462851782364e-05
BIBLIOGRAPHY,3.794605e-05,4,0.00014238667917448406
TABLE,3.7945203e-05,58,0.0020645607636022513
AGREEMENT,3.7844038e-05,4,0.00014200389493433397
AGREEMENTS,3.784052e-05,2,7.099534709193245e-05
MATTERS,3.784052e-05,2,7.099534709193245e-05
LATTER,3.7826707e-05,4,0.0001419388630393996
MATERIAL,3.7742717e-05,5,0.00017702962945590994
PARAGRAPH,3.7737052e-05,2,7.080122326454033e-05
LOGO,3.770441e-05,4,0.00014147996247654783
NAME,3.747731e-05,5,0.00017578475609756098
CONJUNCTION,3.7464506e-05,5,0.00017572469981238275
JUSTIFICATION,3.7464506e-05,5,0.00017572469981238275
PARALLEL,3.7456677e-05,2,7.027519136960601e-05
LABELLING,3.7357648e-05,6,0.00021026818761726078
ALLEVIATION,3.735514e-05,5,0.00017521172607879923
REPLACEMENT,3.735389e-05,2,7.008234521575985e-05
INVESTIGATION,3.735389e-05,5,0.00017520586303939963
COLLECTION,3.7296457e-05,5,0.0001749364774859287
TOP,3.7292066e-05,10,0.0003498317636022514
BOTTOM,3.7292066e-05,4,0.00013993270544090057
TRACEABILITY DEGREE,3.7273847e-05,2,6.99321707317073e-05
ABILITY,3.7245314e-05,112,0.0039132037223264535
ALTERNATIVE,3.720102e-05,4,0.00013959106941838648
TEST RESULT,3.6846985e-05,11,0.0003802221716697936
GENEVA,3.667479e-05,3,0.00010321235459662288
PERMISSION,3.6342208e-05,1,3.4092127579737334e-05
EMAIL,3.5904297e-05,4,0.00013472531707317073
GLOSSARY,3.5854588e-05,1,3.363469793621013e-05
CUSTOMER SERVICE CENTRE,3.582426e-05,3,0.00010081874296435273
SUPERVISION ACTIONS,3.5734494e-05,0,0.0
BUILD,3.5664645e-05,14,0.0004683912101313321
RECOVERY,3.493366e-05,4,0.00013108315196998124
SPEECH RECOGNITION,3.4924567e-05,1,3.2762257973733584e-05
IDENTITY,3.4888428e-05,2,6.5456712945591e-05
PERCEPTIONS,3.4729346e-05,2,6.515824765478424e-05
ENTRIES,3.472917e-05,2,6.515791744840525e-05
DATABASE,3.4694007e-05,8,0.00026036778236397754
CAPABILITY,3.4668665e-05,5,0.0001626109990619137
HARDWARE FAILURES,3.453568e-05,1,3.2397448405253285e-05
PASS/FAIL,3.4464127e-05,9,0.0002909729296435272
PRODUCTION,3.4270834e-05,200,0.006429799999999999
SOFTWARE SYSTEMS MODIFICATIONS,3.424149e-05,0,0.0
POST-PRODUCTION,3.39089e-05,19,0.0006043800187617262
RELATIONSHIPS,3.3732398e-05,4,0.00012657560225140714
REPORT,3.347352e-05,59,0.0018526619887429643
PREPARE PROBLEM REPORTS,3.341274e-05,9,0.00028209630393996246
RELEVANCE,3.3407592e-05,4,0.00012535681801125704
FUNCTIONING,3.3046243e-05,3,9.300068386491558e-05
COMPILER/ASSEMBLER VERSIONS,3.2976208e-05,0,0.0
SOFTWARE ITEM FUNCTIONALITY,3.2967626e-05,2,6.185295684803001e-05
DEVICE VERSIONS,3.2955642e-05,2,6.183047279549718e-05
NOTE SEE CLAUSE 7,3.2897893e-05,0,0.0
NOTE SEE CLAUSE 8,3.289182e-05,0,0.0
TERMINOLOGY ENTRIES,3.2608492e-05,0,0.0
ACCOUNT,3.2599306e-05,34,0.0010397527242026266
SEGREGATION,3.2569926e-05,34,0.0010388156510318949
CO-OPERATION,3.1987485e-05,2,6.001404315196997e-05
OPINION,3.19724e-05,2,5.9985741088180104e-05
SENSE,3.196945e-05,2,5.998020637898687e-05
MISINTERPRETATION,3.1966523e-05,2,5.9974714821763615e-05
UNIFORMITY,3.1963613e-05,2,5.996925515947467e-05
AGENTS,3.19466e-05,2,5.9937335834896803e-05
LIABILITY,3.19466e-05,12,0.00035962401500938085
EMPLOYEES,3.19466e-05,2,5.9937335834896803e-05
COSTS,3.19466e-05,2,5.9937335834896803e-05
DELETIONS,3.1912045e-05,3,8.980875703564727e-05
CAPITALS,3.188736e-05,2,5.9826191369606007e-05
ASTERISK,3.1884974e-05,2,5.98217148217636e-05
IMPORTANT,3.185739e-05,2,5.976996247654784e-05
COVER PAGE,3.185739e-05,0,0.0
PERMIT PROCESS OUTPUTS,3.18496e-05,1,2.9877673545966233e-05
PROCESS OUTPUT,3.184894e-05,8,0.00023901643527204504
ADVANTAGE,3.1829517e-05,2,5.97176679174484e-05
EEPROM,3.162513e-05,2,5.933420262664165e-05
FLEXIBILITY,3.1601106e-05,2,5.928912945590995e-05
SOMEONE,3.1585114e-05,2,5.925912570356473e-05
APPARATUS,3.1562282e-05,2,5.9216288930581605e-05
CALIBRATOR,3.1562282e-05,2,5.9216288930581605e-05
REAGENT,3.1562282e-05,2,5.9216288930581605e-05
MACHINE,3.1562282e-05,2,5.9216288930581605e-05
PREVENTION,3.1562282e-05,2,5.9216288930581605e-05
HUMAN BEINGS,3.1562282e-05,0,0.0
ARTICLE,3.1562282e-05,2,5.9216288930581605e-05
DISEASE,3.1562282e-05,2,5.9216288930581605e-05
ANATOMY,3.1561227e-05,2,5.92143095684803e-05
DISINFECTION,3.1560172e-05,2,5.921233020637899e-05
PRIMARY,3.1558076e-05,6,0.0001776251932457786
SAFETY FREEDOM,3.1525964e-05,2,5.914815009380862e-05
ILLNESS,3.1522126e-05,2,5.914094934333958e-05
ACRONYM,3.1498057e-05,2,5.909579174484052e-05
FACILITIES,3.1496267e-05,2,5.909243339587242e-05
PIECE,3.149448e-05,2,5.908908067542214e-05
CIRCUMSTANCE,3.1483945e-05,2,5.906931519699813e-05
WORST-CASE-SCENARIO,3.1462856e-05,2,5.902974859287055e-05
MAGNITUDE,3.140279e-05,2,5.891705440900563e-05
ONES,3.139098e-05,12,0.0003533693808630394
EFFECT,3.1057007e-05,68,0.001981122397748593
SOFTWARE UPDATES,3.1034542e-05,0,0.0
CONSTRAINTS,3.0805822e-05,2,5.7797039399624773e-05
CONSISTENCY,3.0570976e-05,4,0.00011471285553470918
DEVICE MODELS,3.0433872e-05,0,0.0
WATERFALL LIFE CYCLE MODEL,3.0381365e-05,0,0.0
TEST CRITERIA,3.0205381e-05,3,8.50057626641651e-05
SOFTWARE UNIT ACCEPTANCE CRITERIA,3.0172328e-05,11,0.00031134672420262663
PASS/FAIL CRITERIA,3.0144258e-05,3,8.483374671669793e-05
CRITICALITY,3.004408e-05,4,0.0001127357598499062
SITUATION CASE,2.9672712e-05,0,0.0
SOFTWARE SYSTEM INPUTS,2.961045e-05,2,5.5554315196998124e-05
ACCEPTANCE,2.9606552e-05,26,0.000722111024390244
ACCESSORIES,2.9437055e-05,4,0.00011045799249530956
INPUT,2.9382749e-05,44,0.0012127963939962477
SYSTEM HARDWARE,2.9165732e-05,7,0.00019151981613508442
SYSTEM CONFIGURATION,2.913186e-05,7,0.00019129739212007504
TABLE A.1,2.909673e-05,5,0.0001364762195121951
TRACKING,2.9013927e-05,4,0.00010887027016885554
62A,2.8996954e-05,10,0.0002720164540337711
OPERATION,2.8969327e-05,35,0.0009511505112570357
MICROFILM,2.8914046e-05,1,2.7123870544090056e-05
WRITING,2.8914046e-05,1,2.7123870544090056e-05
APPROPRIATENESS,2.8890683e-05,2,5.420390806754222e-05
ENQUIRY,2.8879103e-05,1,2.7091090994371484e-05
CHANGE REQUEST APPROVAL,2.8852219e-05,5,0.0001353293574108818
TEL.,2.8817958e-05,1,2.703373170731707e-05
EXPERTS,2.8783168e-05,2,5.4002191369606e-05
TEST TOOLS,2.8667679e-05,5,0.0001344637851782364
PC,2.8643142e-05,1,2.6869739212007503e-05
DOCUMENT TRACEABILITY,2.8608692e-05,4,0.00010734968855534709
RESPECT,2.8605802e-05,10,0.00026834711069418385
RESPONSE,2.859657e-05,8,0.0002146084052532833
WORLD,2.8551956e-05,3,8.03525966228893e-05
DICTIONARY,2.8551956e-05,1,2.6784198874296435e-05
MARGIN,2.7919052e-05,1,2.6190480300187617e-05
ORGANISATION,2.790505e-05,2,5.2354690431519696e-05
KNOWLEDGE,2.7729326e-05,16,0.00041620001500938087
DEFECTS PROGRAMMING TECHNOLOGY,2.7131433e-05,2,5.090325140712946e-05
STATE,2.7092106e-05,33,0.0008386862082551595
STATEMENT,2.69585e-05,2,5.0578799249530954e-05
EVENT SEQUENCE,2.681915e-05,2,5.031735459662289e-05
DOCUMENT SEQUENCES,2.6739042e-05,1,2.5083529080675423e-05
RISK MANAGEMENT FILE SEQUENCES,2.6738002e-05,0,0.0
TYPES,2.663261e-05,14,0.00034977161350844275
MEMORY TYPE,2.6587459e-05,2,4.988266228893058e-05
SYSTEM SOFTWARE TYPE,2.6587459e-05,2,4.988266228893058e-05
PROCESSOR TYPE,2.6587459e-05,2,4.988266228893058e-05
VERIFICATION STRATEGIES,2.65407e-05,5,0.00012448733583489681
SOFTWARE CAUSE,2.6475065e-05,7,0.00017385127110694184
DEVELOPMENT STRATEGY,2.6414114e-05,2,4.9557437148217636e-05
BATCH FILES,2.6368443e-05,0,0.0
COMPUTING ENVIRONMENT,2.6352e-05,2,4.9440900562851784e-05
TEST ENVIRONMENT,2.6286312e-05,4,9.863531707317072e-05
MONITOR FEEDBACK,2.6247972e-05,5,0.0001231143151969981
DETAIL,2.5780519e-05,124,0.0029988596210131333
LINE,2.5722673e-05,22,0.0005308619193245779
FDIS,2.5215715e-05,4,9.461806754221388e-05
RVD,2.5215715e-05,4,9.461806754221388e-05
USER NEED,2.4481196e-05,2,4.5930949343339586e-05
PERSONNEL,2.4355646e-05,9,0.0002056292814258912
TABLE B.1,2.422446e-05,6,0.00013634780487804877
ASSISTANCE,2.4168043e-05,1,2.2671710131332085e-05
DATA CHARACTERISTICS,2.3723196e-05,2,4.45088105065666e-05
IT-NETWORK ASPECTS,2.371873e-05,2,4.4500431519699806e-05
REGULATORS,2.3622326e-05,10,0.00022159780487804879
PHRASE,2.3252858e-05,2,4.362637523452158e-05
NETWORK SERVICES,2.3047589e-05,2,4.324125515947467e-05
DEPENDENCIES,2.2640577e-05,23,0.0004884927495309568
POINT,2.2619448e-05,20,0.00042437988742964356
IMPACT,2.2581964e-05,12,0.0002542059737335835
B.4.3,2.24473e-05,6,0.0001263450281425891
INSTALLATION,2.1959882e-05,4,8.240105816135084e-05
USER INSTRUCTION,2.1856064e-05,2,4.1005748592870544e-05
