35.3,283.28,0.01
DOLLAR TOAST TUMERIC PITCHFORK CLICHE,0.00046503116,1,0.0006086795287958115
TRUST FUND GOCHUJANG,0.0004648269,1,0.0006084121727748691
NORMCORE OFFAL,0.00046470916,1,0.0006082580628272252
NORMCORE,0.0004588298,15,0.009008438481675393
CHARCOAL KOMBUCHA CRUCIFIX,0.00045866315,1,0.0006003444371727748
COFFEE CRUCIFIX,0.0004577003,1,0.0005990841623036649
COFFEE SEITAN UMAMI TRY,0.00045736856,1,0.0005986499476439791
DRINKING VINEGAR PORTLAND CHAMBRAY POP,0.00045690764,1,0.0005980466492146597
WAISTCOAT GASTROPUB,0.0004566437,1,0.0005977011780104711
CRAFT BEER CRUCIFIX,0.00045539901,1,0.0005960720026178011
CORNHOLE TYPEWRITER KINFOLK,0.0004549694,1,0.0005955096858638743
VICE TUMERIC,0.0004549694,1,0.0005955096858638743
COFFEE VICE,0.00045495803,1,0.0005954948036649214
EDISON BULB TILDE VICE SNACKWAVE,0.00045427942,1,0.0005946065706806282
BLUE BOTTLE CHARTREUSE POKE,0.00045392607,1,0.0005941440706806282
SEMIOTICS MESSENGER BAG,0.00045392357,1,0.0005941407984293195
CRED LA CROIX,0.00045111374,1,0.0005904630104712041
TRADE OFFAL GOCHUJANG SWAG FORAGE,0.0004485231,1,0.0005870721204188482
LO-FI SUBWAY TILE TRUST FUND,0.00044836968,1,0.0005868713089005235
PINTEREST BRUNCH,0.00044831948,1,0.0005868056020942408
LOKO TYPEWRITER,0.00044819596,1,0.0005866439267015706
MASTER CLEANSE CORNHOLE,0.00044798045,2,0.0011727236910994766
LOMO KEFFIYEH,0.00044748696,1,0.0005857159162303665
VEXILLOLOGIST WAISTCOAT BLOG SEITAN,0.00044702453,1,0.0005851106413612565
IRONY ROOF PARTY,0.00044669645,1,0.0005846812172774869
KNAUSGAARD ROOF PARTY AF,0.0004464799,1,0.0005843977748691099
DREAMCATCHER NARWHAL,0.0004460113,1,0.0005837844240837696
HASHTAG,0.00044595875,12,0.007004587696335079
JEAN SHORTS VINYL RAMPS,0.0004443289,1,0.0005815823298429319
ARTISAN FREEGAN,0.0004441733,1,0.000581378664921466
SEITAN CHAMBRAY,0.00044382678,1,0.0005809251047120418
TOFU MESSENGER BAG BITTERS,0.00044373173,1,0.0005808006937172775
SYNTH HEALTH GOTH NARWHAL,0.00044319406,1,0.0005800969371727749
SWAG CARDIGAN,0.00044310943,1,0.0005799861649214659
SALVIA,0.0004430676,10,0.005799314136125654
PORK BELLY BEARD NEUTRA HASHTAG,0.00044274426,1,0.0005795081937172775
LETTERPRESS,0.0004425139,13,0.0075296867801047124
SUBWAY TILE NARWHAL,0.0004424023,1,0.0005790606020942408
BOTTLE MIGAS SKATEBOARD,0.0004393743,1,0.0005750972513089006
CHAMBRAY WAISTCOAT CHARTREUSE HOODIE CHIA,0.00043929825,1,0.0005749977094240838
SRIRACHA,0.00043919854,13,0.007473273586387434
MAN BUN SKATEBOARD,0.00043850465,1,0.0005739589659685863
COPPER MUG COLORING BOOK,0.00043650455,1,0.0005713410340314136
HEALTH GOTH SCHLITZ YR,0.00043502726,1,0.0005694074083769633
MESSENGER BAG QUINOA,0.00043496233,1,0.0005693224214659686
VENMO,0.00043471024,12,0.006827909528795812
TOFU,0.00043444033,9,0.005117752578534031
FLANNEL,0.00043438218,11,0.006254193691099477
BEARD BUSHWICK SCENESTER POUTINE,0.00043393864,1,0.0005679825130890053
POUTINE,0.00043373008,8,0.004541676230366492
LOMO ECHO PARK,0.0004319187,1,0.000565338612565445
ENAMEL PIN,0.0004317253,12,0.006781025654450261
CHAMBRAY SALVIA ECHO PARK,0.0004317253,1,0.0005650854712041884
KNAUSGAARD HAMMOCK,0.00043153873,1,0.0005648412696335079
PALEO MLKSHK,0.00043031716,1,0.0005632423560209425
MUSTACHE SCENESTER POKE CHAMBRAY UNICORN,0.00042948232,1,0.0005621496335078533
TOTE BAG DISTILLERY KNAUSGAARD,0.00042941194,1,0.0005620575130890053
LOKO BLOG,0.0004289656,1,0.0005614732984293194
IRONY CHAMBRAY PUG,0.000428818,1,0.0005612801047120419
COLORING BOOK JEAN SHORTS PABST,0.00042164314,1,0.0005518889267015707
DENIM DREAMCATCHER,0.0004208179,1,0.0005508087696335078
DIY MESSENGER BAG MAN BUN,0.0004198873,1,0.0005495907068062827
JUICE MAN BUN,0.00041945698,1,0.0005490274607329843
ART PARTY MIXTAPE BLOG FANNY PACK ETSY HELVETICA,0.00041945654,1,0.0005490268848167539
SCHLITZ TYPEWRITER BRUNCH DREAMCATCHER,0.00041879417,1,0.0005481599083769633
TAXIDERMY VINYL,0.00041778572,1,0.000546839947643979
WAISTCOAT THUNDERCATS,0.0004174896,1,0.0005464523560209424
BANJO COLORING BOOK VINYL,0.00041745376,1,0.000546405445026178
FREEGAN,0.00040875195,15,0.008025234620418847
WAYFARERS BITTERS,0.00040864182,1,0.0005348714921465968
EVERYDAY,0.00040842217,12,0.0064150079057591625
HELVETICA CHAMBRAY,0.0004083253,1,0.0005344571989528797
WOLF MOON BITTERS,0.00040824417,2,0.0010687020157068062
FOOD TRUCK HEIRLOOM,0.00040742903,1,0.0005332840706806283
VINYL FOOD TRUCK,0.00040693893,1,0.0005326425785340314
CHARTREUSE STUMPTOWN EDISON BULB PRISM WOLF,0.00040625187,1,0.0005317432853403142
LETTERPRESS SHAMAN,0.0004045116,1,0.000529465445026178
MEGGINGS COLORING BOOK QUINOA,0.00039734977,1,0.0005200913219895288
BUTCHER POKE ECHO PARK,0.00039726682,1,0.0005199827486910995
COPPER MUG RACLETTE RETRO LOCAVORE EDISON BULB TACOS IRONY ADAPTOGEN VENMO,0.0003969679,1,0.0005195914921465968
BLUE BOTTLE PALEO,0.0003969294,1,0.0005195410994764398
BUTCHER,0.00039691027,9,0.004675644541884817
SALVIA FOOD TRUCK HELLA,0.00039297072,1,0.0005143595811518324
FOOD TRUCK KOGI HEALTH GOTH HELL,0.0003923329,1,0.0005135247382198953
PITCHFORK HELL,0.0003923052,1,0.0005134884816753926
TRADE FLEXITARIAN,0.00039203977,1,0.0005131410602094241
HEXAGON POP-UP,0.0003889036,1,0.0005090361256544502
FAM CRAFT BEER,0.00038794236,1,0.0005077779581151833
CHARCOAL VICE,0.00038761794,1,0.0005073533246073299
TUMERIC ADAPTOGEN,0.00038576373,1,0.0005049263481675393
TILDE LISTICLE,0.00038544627,1,0.0005045108246073299
MAN BUN DREAMCATCHER,0.00038534508,1,0.0005043783769633508
SANTO WOLF SQUID,0.00038262625,1,0.0005008196989528796
MIGAS KEYTAR,0.0003823775,1,0.000500494109947644
CHICKEN RACLETTE,0.00038177182,1,0.0004997013350785341
BATCH ETSY,0.00037610653,1,0.0004922860340314136
PINTEREST ETSY,0.0003760278,1,0.0004921829842931937
DISTILLERY KITSCH,0.00037579943,1,0.0004918840706806283
LISTICLE CRAFT BEER CORNHOLE CELIAC,0.00037252213,1,0.0004875944109947644
FOOD TRUCK MAN BUN SYNTH,0.00037245618,1,0.00048750808900523563
SELVAGE SHAMAN,0.00037222492,1,0.00048720539267015707
TRUFFAUT,0.0003721891,13,0.0063330606020942405
AIR PLANT CHILLWAVE PHOTO BOOTH,0.00037197614,1,0.0004868797643979057
PICKLED,0.0003718284,15,0.007300295811518325
GOCHUJANG JEAN SHORTS FANNY PACK,0.000366748,1,0.00048003664921465966
PRISM TOTE BAG SWAG FARM,0.00036663713,1,0.0004798915314136126
MAN BUN CHARTREUSE GODARD,0.00036654237,1,0.0004797675
FORAGE WAYFARERS,0.00036637153,1,0.000479543887434555
PLAID TAXIDERMY,0.00036110406,1,0.00047264929319371725
BEARD LEGGINGS,0.00036109012,1,0.0004726310471204189
CRAFT BEER HOODIE,0.00036107627,1,0.00047261291884816755
FORAGE SNACKWAVE AFFOGATO,0.00036107627,1,0.00047261291884816755
HEIRLOOM TAXIDERMY,0.0003610624,1,0.00047259476439790577
BIODIESEL SYNTH SEITAN HELVETICA TBH HOODIE,0.00036091308,1,0.00047239931937172777
MUMBLECORE LEGGINGS,0.00036075574,1,0.0004721933769633508
POP-UP,0.0003592424,14,0.0065829759162303655
MASTER CLEANSE TAXIDERMY TOFU MEDITATION,0.00035740313,1,0.00046780514397905753
MASTER CLEANSE CHICHARRONES JEAN SHORTS BLOG,0.0003550083,1,0.00046467054973821993
PHOTO BOOTH BICYCLE RIGHTS SHOREDITCH MIXTAPE INTELLIGENTSIA,0.00035498105,1,0.0004646348821989529
RACLETTE,0.0003547783,19,0.00882302054973822
POST-IRONIC,0.00035445942,21,0.00974299452879581
BANH MI CLICHE,0.0003491373,1,0.00045698599476439795
DISTILLERY MUMBLECORE PORTLAND,0.00034909692,1,0.0004569331413612565
DRINKING VINEGAR HASHTAG SUCCULENTS,0.0003489006,1,0.0004566761780104712
FOOD TRUCK KITSCH,0.00034414543,1,0.0004504521335078534
STREET ART PUG ENNUI GENTRIFY,0.0003435946,1,0.00044973115183246076
BRUNCH HEIRLOOM RACLETTE FREEGAN CRUCIFIX TRY,0.00034248547,1,0.00044827941099476437
LETTERPRESS ENNUI TRUFFAUT FASHION AXE,0.00033629272,1,0.00044017371727748695
SUBWAY TILE AIR PLANT TOFU UMAMI KNAUSGAARD BRUNCH,0.00033625308,1,0.000440121832460733
WOLF MOON FORAGE,0.00033623996,1,0.0004401046596858639
TRUST FUND UMAMI,0.0003361237,2,0.0008799049738219896
INTELLIGENTSIA CORNHOLE,0.00033608565,1,0.00043990268324607337
SEMIOTICS BEARD CORNHOLE,0.00033601062,1,0.0004398044764397906
VHS TAIYAKI,0.00033143806,2,0.0008676389005235602
VENMO DISTILLERY,0.00032923574,1,0.000430936832460733
TRADE LOCAVORE EDISON BULB GASTROPUB POP-UP PRISM,0.00032922332,1,0.00043092057591623034
KINFOLK BRUNCH CHIA,0.00032905338,1,0.00043069814136125655
DENIM FIXIE,0.0003222411,1,0.00042178154450261783
TYPEWRITER PUG,0.00032219023,1,0.0004217149607329843
TRUST FUND UMAMI KNAUSGAARD,0.0003221525,1,0.00042166557591623034
BLOG INTELLIGENTSIA TACOS,0.00032207812,1,0.00042156821989528795
PUG,0.00032193345,15,0.006320682918848168
BLOG,0.0003217598,14,0.005896121989528797
BANH MI HEALTH GOTH,0.00032173723,1,0.00042112202879581156
PBR&B YOLO,0.00032030075,1,0.0004192418193717278
ROOF PARTY TOFU MESSENGER BAG,0.0003174986,1,0.00041557408376963347
FASHION AXE HEALTH GOTH CRED,0.0003148206,1,0.00041206884816753927
HAMMOCK SRIRACHA EDISON BULB FAM CRUCIFIX,0.00031469626,1,0.00041190609947643975
SWAG MASTER CLEANSE PINTEREST SEMIOTICS PHOTO BOOTH CLOUD BREAD,0.00031467126,1,0.00041187337696335077
MAN BUN POKE CRUCIFIX,0.00031463406,1,0.00041182468586387435
NORMCORE TUMERIC,0.000314585,1,0.00041176047120418846
CHARTREUSE MASTER CLEANSE CORNHOLE MESSENGER BAG,0.00031451258,1,0.0004116656806282722
DIY LUMBERSEXUAL UMAMI MASTER CLEANSE,0.00031446505,1,0.00041160346858638743
MAN BUN NORMCORE,0.00031446505,1,0.00041160346858638743
VHS ENAMEL PIN PUG FANNY PACK ART PARTY,0.00031236908,1,0.000408860052356021
HEIRLOOM STREET ART ARTISAN ART PARTY,0.00031210444,1,0.000408513664921466
KOMBUCHA CELIAC SEITAN,0.00030674457,1,0.00040149812827225135
TOTE BAG PRISM GLUTEN,0.00030669582,1,0.00040143431937172773
DOLLAR TOAST POKE SCENESTER ART PARTY MLKSHK HASHTAG,0.00030662387,1,0.0004013401439790576
FAM FREEGAN,0.00030657667,2,0.0008025567277486911
CHAMBRAY,0.00030642728,11,0.0044119110994764385
SCHLITZ LA CROIX,0.00030561094,1,0.0004000143193717277
MEDITATION STREET ART,0.00030413023,1,0.0003980762172774869
CROIX,0.00030273042,18,0.007132392094240839
CHIC,0.00029866974,44,0.017200875078534034
WAISTCOAT LOMO,0.0002982562,1,0.00039038769633507853
XOXO CRAFT BEER FLANNEL,0.00029820958,1,0.0003903266753926701
TYPEWRITER FLANNEL,0.00029789883,1,0.00038991993455497385
SEMIOTICS CLICHE BUTCHER,0.00029782514,1,0.0003898234816753927
VHS SUCCULENTS VINYL,0.00028897484,1,0.0003782393193717278
STUMPTOWN KICKSTARTER,0.0002885589,1,0.0003776948952879581
CHICKEN MEDITATION CHURCH-KEY,0.00028657183,1,0.00037509401832460737
FASHION AXE KOMBUCHA PINTEREST PITCHFORK AESTHETIC,0.000286458,1,0.0003749450261780105
READYMADE,0.0002863841,15,0.00562272447643979
EDISON BULB FOOD TRUCK,0.0002840196,1,0.0003717534031413612
FAM YUCCIE CHIA,0.00028329334,1,0.0003708028010471204
CARRY,0.0002794895,12,0.004389887434554974
TRADE JEAN SHORTS SHAMAN,0.00027945853,1,0.0003657834162303665
FINGERSTACHE,0.0002793078,12,0.004387033507853404
VHS FRANZEN,0.00027517095,1,0.0003601714005235602
VINYL MICRODOSING HELL,0.00027431393,1,0.00035904964659685864
CARDIGAN CRAFT BEER,0.00027097296,1,0.0003546766492146597
COLORING BOOK FASHION AXE FLANNEL HUMBLEBRAG SWAG,0.00027092666,1,0.0003546160471204189
VICE,0.00027074775,24,0.008505164921465967
ENNUI SUBWAY TILE,0.0002707045,1,0.00035432526178010465
SWAG,0.00027069592,20,0.007086280628272251
ROOF PARTY SWAG,0.0002706449,1,0.00035424725130890047
PARTY SRIRACHA,0.0002698544,1,0.0003532125654450262
HELVETICA,0.0002686908,1,0.0003516895287958115
SYNTH SQUID,0.00026718865,1,0.0003497233638743456
AUSTIN,0.00026468412,15,0.0051966777486911
GOCHUJANG,0.00026403592,13,0.004492757801047121
MUSTACHE CHAMBRAY,0.00026378885,1,0.0003452733638743456
SELVAGE MEH,0.0002623332,2,0.0006867361256544504
STREET ART PHOTO BOOTH,0.00026010402,1,0.0003404502879581152
UMAMI BUSHWICK,0.00025912194,1,0.0003391648429319372
SKATEBOARD MIGAS,0.00025785822,1,0.0003375107591623037
AFFOGATO MIGAS,0.00025780167,1,0.0003374367408376964
LUMBERSEXUAL,0.00025674838,1,0.0003360580890052356
AIR PLANT MICRODOSING,0.00025221633,1,0.00033012608638743456
GASTROPUB MICRODOSING,0.00025214916,1,0.0003300381675392671
TAXIDERMY,0.00025210792,20,0.006599683769633507
QUINOA ADAPTOGEN KALE CHIPS,0.00024820046,1,0.00032486971204188485
RACLETTE WAISTCOAT,0.00024819185,1,0.00032485844240837694
TRUFFAUT MIXTAPE,0.0002481662,1,0.0003248248691099476
MARFA KALE CHIPS,0.00024809886,1,0.0003247367277486911
MAN BUN BANJO SINGLE-ORIGIN COFFEE,0.00024807398,1,0.0003247041623036649
BRUNCH UMAMI,0.0002480575,1,0.00032468259162303666
KEFFIYEH POST-IRONIC,0.00024548362,1,0.0003213136387434555
BRUNCH SELVAGE,0.0002452966,1,0.0003210688481675393
BREAD,0.00024393997,17,0.00542798362565445
DENIM PLAID,0.00024392309,1,0.0003192710602094241
SCHLITZ PLAID,0.00024363461,1,0.00031889346858638746
RACLETTE FIXIE COPPER MUG,0.00024358915,1,0.0003188339659685864
PORK BELLY GASTROPUB,0.00023948231,1,0.00031345852094240837
HEXAGON BANH,0.00023932244,1,0.00031324926701570684
GASTROPUB BANH,0.00023931469,1,0.0003132391230366492
CLOUD BREAD TRY,0.00023930693,1,0.00031322896596858635
CELIAC,0.00023903626,2,0.0006257493717277487
MEGGINGS VAPE,0.00023487769,1,0.00030743153141361254
GODARD SYNTH TYPEWRITER,0.00023468302,1,0.0003071767277486911
SEMIOTICS VAPE,0.00023464562,1,0.00030712777486910993
BRUNCH,0.0002346382,13,0.0039925348167539265
MARFA,0.00023176026,1,0.0003033511256544503
VEXILLOLOGIST STUMPTOWN,0.00023150681,1,0.0003030193848167539
MEDITATION SCENESTER KOMBUCHA,0.00023003385,1,0.0003010914267015707
MAN BUN RAW DENIM,0.00022988975,1,0.0003009028141361257
ENAMEL PIN PRISM,0.00022987499,1,0.0003008834947643979
TILDE KOMBUCHA,0.00022979525,1,0.0003007791230366492
HOODIE HEXAGON,0.00022507648,1,0.000294602722513089
KEYTAR TACOS,0.00022501472,1,0.00029452188481675394
COFFEE TACOS,0.0002249919,1,0.0002944920157068063
MAN BUN CRONUT,0.00022496929,3,0.0008833872643979057
STREET ART SCENESTER,0.0002249543,1,0.0002944428010471204
LYFT TUMERIC SCHLITZ FIXIE,0.00022489521,1,0.00029436545811518326
ROOF PARTY HEALTH GOTH,0.00022477368,1,0.00029420638743455496
TACOS COPPER MUG KEYTAR PITCHFORK BLOG,0.00022474586,1,0.0002941699738219895
DIY CARDIGAN NORMCORE,0.00021966382,1,0.0002875180890052356
GASTROPUB HAMMOCK TOTE BAG IRONY SEITAN BEARD TUMERIC,0.00021964216,1,0.0002874897382198953
PLAID MASTER CLEANSE VICE FAM,0.00021963497,1,0.0002874803272251309
LYFT VEXILLOLOGIST GODARD,0.00021659462,1,0.0002835008115183246
BIODIESEL TAXIDERMY BUTCHER,0.00020834788,1,0.0002727066492146597
TAXIDERMY POUTINE,0.00020832628,1,0.0002726783769633508
PBR&B LOMO,0.00020830487,1,0.0002726503534031414
QUINOA,0.00020826259,8,0.002180760104712042
HELVETICA SQUID TOFU,0.00020823478,1,0.00027255861256544504
MEDITATION BUTCHER,0.00020818006,1,0.0002724869895287958
TAXIDERMY QUINOA,0.0002081133,1,0.00027239960732984293
CLOUD BREAD PALEO,0.00020805467,1,0.0002723228664921466
BESPOKE,0.00019986856,3,0.0007848241884816754
BUSHWICK TAIYAKI,0.00019841419,1,0.00025970443717277485
HAMMOCK,0.00019668328,10,0.002574388481675393
AESTHETIC,0.00019656512,7,0.0018009893193717277
MUMBLECORE ROOF PARTY,0.00019618495,1,0.0002567865837696335
FAM EDISON BULB SELFIES VAPORWARE,0.0001951474,1,0.00025542853403141364
BIODIESEL CHILLWAVE,0.00019452062,1,0.00025460814136125655
JUICE STREET ART,0.000191425,1,0.0002505562827225131
FOOD TRUCK POUTINE STREET ART,0.0001914072,1,0.0002505329842931937
CLICHE POP-UP,0.00018801414,1,0.00024609180628272254
ARTISAN YUCCIE,0.00018790587,1,0.0002459500916230366
HEXAGON LO-FI CHICHARRONES,0.00018782496,1,0.00024584418848167536
MAN BRAID VAPORWARE CHICHARRONES,0.00018771172,1,0.00024569596858638746
POK,0.00018557499,2,0.00048579840314136134
CHARTREUSE KALE CHIPS FOOD TRUCK,0.00017856066,1,0.00023371814136125652
IRONY FASHION AXE,0.0001764942,1,0.0002310133507853403
COFFEE ART PARTY HELL,0.00017251215,1,0.00022580124345549738
MAN BRAID LETTERPRESS BIODIESEL,0.00017243197,1,0.0002256962958115183
FOOD TRUCK PINTEREST JEAN SHORTS,0.00017023362,1,0.00022281887434554977
SYNTH SELFIES SQUID,0.00016787088,1,0.0002197262827225131
VAPE FOOD TRUCK MLKSHK KINFOLK,0.00016737856,1,0.0002190818848167539
CHICKEN PHOTO BOOTH,0.0001632987,1,0.00021374175392670157
MIXTAPE STREET ART PALO,0.00016101047,1,0.0002107466884816754
CLOUD BREAD FANNY PACK,0.00016092518,1,0.00021063505235602095
SYNTH PITCHFORK TAXIDERMY,0.00015861703,1,0.00020761391361256545
SNACKWAVE RACLETTE PINTEREST,0.00015844397,1,0.0002073873952879581
ADAPTOGEN MASTER CLEANSE ECHO PARK AFFOGATO,0.00015834977,1,0.00020726409685863873
UMAMI SLOW-CARB,0.00015600328,1,0.00020419277486910997
UMAMI MESSENGER BAG CLICHE MEDITATION,0.00015582888,1,0.00020396450261780106
AIR PLANT RACLETTE,0.00015574417,1,0.00020385362565445027
JUICE MIXTAPE,0.0001557378,1,0.0002038452879581152
BEARD LYFT KALE CHIPS,0.00015573147,1,0.00020383700261780106
DIY SUCCULENTS,0.00015336156,1,0.00020073502617801048
CLOUD BREAD UNICORN OFFAL,0.00015330389,1,0.00020065954188481675
JEAN SHORTS OFFAL,0.00015325485,1,0.00020059535340314139
FOOD TRUCK COPPER MUG OFFAL,0.00015324795,1,0.00020058632198952878
MICRODOSING FAM,0.00015310862,1,0.00020040395287958113
DIY SEITAN EDISON BULB SELFIES,0.00015308954,1,0.00020037897905759162
CLOUD BREAD,0.00015305816,13,0.0026043927748691104
GASTROPUB,0.00015057261,16,0.0031533530890052357
CRAFT BEER CARDIGAN GASTROPUB,0.00015055126,1,0.00019705662303664924
PALO SANTO GASTROPUB,0.00015054419,1,0.00019704736910994763
HUMBLEBRAG,0.00015046228,12,0.0023632818848167538
WAISTCOAT NEUTRA,0.00015044138,1,0.00019691280104712041
VAPORWARE SHOREDITCH KEFFIYEH VEXILLOLOGIST THUNDERCATS,0.00014894146,1,0.00019494955497382198
CHARTREUSE TYPEWRITER,0.00014764264,1,0.00019324952879581155
VAPE HEXAGON JEAN SHORTS BRUNCH,0.00014760852,1,0.00019320486910994765
AIR PLANT VICE FAM CARDIGAN BRUNCH,0.00014750351,1,0.00019306742146596857
UNICORN MAN BUN MLKSHK,0.0001474286,1,0.00019296937172774868
SWAG VAPE,0.0001474164,1,0.00019295340314136124
SQUID MESSENGER BAG SRIRACHA INTELLIGENTSIA KEFFIYEH,0.00014739828,1,0.00019292968586387434
EDISON BULB LYFT,0.00014455616,1,0.00018920963350785338
BATCH KOMBUCHA,0.00014446129,1,0.00018908545811518324
PORK BELLY SUBWAY TILE POKE MUSTACHE,0.00014445515,1,0.00018907742146596858
PRISM,0.0001444429,2,0.00037812277486910995
AIR PLANT ART PARTY SEMIOTICS SRIRACHA GODARD NEUTRA MIXTAPE DISTILLERY,0.00014443077,1,0.0001890455104712042
MAN BUN HEXAGON,0.00014150201,1,0.00018521205497382196
LETTERPRESS KOMBUCHA BICYCLE RIGHTS,0.00014145537,1,0.00018515100785340314
WOLF MOON FOOD TRUCK PUG,0.00014144226,1,0.00018513384816753925
OFFAL PUG,0.00014138452,1,0.0001850582722513089
WOLF MOON BITTERS CRAFT BEER HEXAGON,0.00014128641,1,0.00018492985602094243
AFFOGATO PUG,0.00014126273,1,0.0001848988612565445
BICYCLE RIGHTS FIXIE,0.00014123938,1,0.00018486829842931938
BLUE BOTTLE,0.00013803795,11,0.0019874573952879584
DIY GOCHUJANG AIR PLANT,0.00013792675,1,0.0001805323952879581
ADAPTOGEN MEH GOCHUJANG,0.00013739665,1,0.00017983854712041886
ARTISAN HASHTAG,0.0001346542,1,0.00017624895287958112
GODARD ENAMEL PIN PHOTO BOOTH BEARD CARDIGAN,0.00013450944,1,0.0001760594764397906
TAXIDERMY BUTCHER RAMPS,0.00013447517,1,0.00017601462041884816
CLOUD BREAD LUMBERSEXUAL,0.00013085852,1,0.00017128078534031416
LOKO STREET ART JIANBING BUTCHER,0.00013075238,1,0.00017114185863874347
POKE,0.00012966542,1,0.00016971913612565446
GENTRIFY LEGGINGS PITCHFORK MEDITATION THUNDERCATS,0.00012691342,1,0.0001661170418848168
VAPORWARE,0.00012259363,11,0.0017650915314136124
SELFIES SUCCULENTS HEIRLOOM KOMBUCHA MICRODOSING,0.00012054689,1,0.00015778388743455498
VEGAN,0.00012051319,20,0.00315479554973822
UGH,0.00011933258,21,0.003280084005235602
TAIYAKI MICRODOSING FLEXITARIAN,0.00011827338,1,0.0001548080890052356
FOOD TRUCK FLEXITARIAN,0.00011812953,1,0.00015461980366492147
CARDIGAN VICE GENTRIFY,0.000113198934,1,0.00014816614397905758
YUCCIE,0.00011107519,1,0.00014538637434554974
SCHLITZ KICKSTARTER,9.504953e-05,1,0.00012441037958115184
BLUE BOTTLE POK,9.471047e-05,1,0.0001239665837696335
SELVAGE MIXTAPE KEFFIYEH,9.466286e-05,1,0.0001239042670157068
MEGGINGS HUMBLEBRAG,8.890859e-05,1,0.0001163725
VEXILLOLOGIST HUMBLEBRAG,8.73574e-05,1,0.00011434214659685863
MEH,8.6304266e-05,23,0.0025981650759162303
BROOKLYN YR,7.730732e-05,1,0.00010118759162303664
EDISON BULB TOFU,7.586668e-05,1,9.930193717277488e-05
YOLO POST-IRONIC LYFT,5.5911274e-05,1,7.318229581151832e-05
